#  E (eV)   dos(E)     Int dos(E)
-15.994  0.8293E+00  0.2150E+01
-15.984  0.8417E+00  0.2158E+01
-15.974  0.8225E+00  0.2167E+01
-15.964  0.7746E+00  0.2174E+01
-15.954  0.7128E+00  0.2182E+01
-15.944  0.6566E+00  0.2188E+01
-15.934  0.6230E+00  0.2194E+01
-15.924  0.6219E+00  0.2201E+01
-15.914  0.6535E+00  0.2207E+01
-15.904  0.7073E+00  0.2214E+01
-15.894  0.7668E+00  0.2222E+01
-15.884  0.8173E+00  0.2230E+01
-15.874  0.8532E+00  0.2239E+01
-15.864  0.8784E+00  0.2247E+01
-15.854  0.9015E+00  0.2256E+01
-15.844  0.9297E+00  0.2266E+01
-15.834  0.9663E+00  0.2275E+01
-15.824  0.1012E+01  0.2285E+01
-15.814  0.1061E+01  0.2296E+01
-15.804  0.1103E+01  0.2307E+01
-15.794  0.1119E+01  0.2318E+01
-15.784  0.1093E+01  0.2329E+01
-15.774  0.1019E+01  0.2339E+01
-15.764  0.9106E+00  0.2348E+01
-15.754  0.7874E+00  0.2356E+01
-15.744  0.6718E+00  0.2363E+01
-15.734  0.5804E+00  0.2369E+01
-15.724  0.5248E+00  0.2374E+01
-15.714  0.5114E+00  0.2379E+01
-15.704  0.5385E+00  0.2385E+01
-15.694  0.5928E+00  0.2391E+01
-15.684  0.6514E+00  0.2397E+01
-15.674  0.6908E+00  0.2404E+01
-15.664  0.6974E+00  0.2411E+01
-15.654  0.6725E+00  0.2418E+01
-15.644  0.6291E+00  0.2424E+01
-15.634  0.5852E+00  0.2430E+01
-15.624  0.5614E+00  0.2435E+01
-15.614  0.5810E+00  0.2441E+01
-15.604  0.6681E+00  0.2448E+01
-15.594  0.8362E+00  0.2456E+01
-15.584  0.1072E+01  0.2467E+01
-15.574  0.1328E+01  0.2480E+01
-15.564  0.1534E+01  0.2496E+01
-15.554  0.1624E+01  0.2512E+01
-15.544  0.1573E+01  0.2528E+01
-15.534  0.1404E+01  0.2542E+01
-15.524  0.1174E+01  0.2553E+01
-15.514  0.9517E+00  0.2563E+01
-15.504  0.7879E+00  0.2571E+01
-15.494  0.7098E+00  0.2578E+01
-15.484  0.7187E+00  0.2585E+01
-15.474  0.7940E+00  0.2593E+01
-15.464  0.9008E+00  0.2602E+01
-15.454  0.1001E+01  0.2612E+01
-15.444  0.1068E+01  0.2623E+01
-15.434  0.1093E+01  0.2634E+01
-15.424  0.1089E+01  0.2645E+01
-15.414  0.1078E+01  0.2655E+01
-15.404  0.1082E+01  0.2666E+01
-15.394  0.1116E+01  0.2677E+01
-15.384  0.1180E+01  0.2689E+01
-15.374  0.1267E+01  0.2702E+01
-15.364  0.1356E+01  0.2715E+01
-15.354  0.1421E+01  0.2730E+01
-15.344  0.1432E+01  0.2744E+01
-15.334  0.1367E+01  0.2758E+01
-15.324  0.1220E+01  0.2770E+01
-15.314  0.1009E+01  0.2780E+01
-15.304  0.7679E+00  0.2788E+01
-15.294  0.5345E+00  0.2793E+01
-15.284  0.3389E+00  0.2796E+01
-15.274  0.1951E+00  0.2798E+01
-15.264  0.1017E+00  0.2799E+01
-15.254  0.4784E-01  0.2800E+01
-15.244  0.2027E-01  0.2800E+01
-15.234  0.7714E-02  0.2800E+01
-15.224  0.2632E-02  0.2800E+01
-15.214  0.8034E-03  0.2800E+01
-15.204  0.2207E-03  0.2800E+01
-15.194  0.6216E-04  0.2800E+01
-15.184  0.5295E-04  0.2800E+01
-15.174  0.1733E-03  0.2800E+01
-15.164  0.6288E-03  0.2800E+01
-15.154  0.2055E-02  0.2800E+01
-15.144  0.5983E-02  0.2800E+01
-15.134  0.1553E-01  0.2800E+01
-15.124  0.3598E-01  0.2801E+01
-15.114  0.7444E-01  0.2801E+01
-15.104  0.1377E+00  0.2803E+01
-15.094  0.2282E+00  0.2805E+01
-15.084  0.3388E+00  0.2808E+01
-15.074  0.4514E+00  0.2813E+01
-15.064  0.5400E+00  0.2818E+01
-15.054  0.5804E+00  0.2824E+01
-15.044  0.5606E+00  0.2830E+01
-15.034  0.4866E+00  0.2835E+01
-15.024  0.3793E+00  0.2838E+01
-15.014  0.2654E+00  0.2841E+01
-15.004  0.1665E+00  0.2843E+01
-14.994  0.9356E-01  0.2844E+01
-14.984  0.4703E-01  0.2844E+01
-14.974  0.2113E-01  0.2844E+01
-14.964  0.8472E-02  0.2844E+01
-14.954  0.3029E-02  0.2844E+01
-14.944  0.9653E-03  0.2844E+01
-14.934  0.2759E-03  0.2844E+01
-14.924  0.8062E-04  0.2844E+01
-14.914  0.6760E-04  0.2844E+01
-14.904  0.2110E-03  0.2844E+01
-14.894  0.7363E-03  0.2844E+01
-14.884  0.2309E-02  0.2844E+01
-14.874  0.6426E-02  0.2845E+01
-14.864  0.1586E-01  0.2845E+01
-14.854  0.3472E-01  0.2845E+01
-14.844  0.6741E-01  0.2846E+01
-14.834  0.1161E+00  0.2847E+01
-14.824  0.1772E+00  0.2849E+01
-14.814  0.2401E+00  0.2851E+01
-14.804  0.2883E+00  0.2854E+01
-14.794  0.3072E+00  0.2857E+01
-14.784  0.2902E+00  0.2860E+01
-14.774  0.2431E+00  0.2862E+01
-14.764  0.1807E+00  0.2864E+01
-14.754  0.1191E+00  0.2865E+01
-14.744  0.6986E-01  0.2866E+01
-14.734  0.3698E-01  0.2866E+01
-14.724  0.1937E-01  0.2867E+01
-14.714  0.1434E-01  0.2867E+01
-14.704  0.2076E-01  0.2867E+01
-14.694  0.4005E-01  0.2867E+01
-14.684  0.7490E-01  0.2868E+01
-14.674  0.1260E+00  0.2869E+01
-14.664  0.1884E+00  0.2871E+01
-14.654  0.2499E+00  0.2874E+01
-14.644  0.2940E+00  0.2877E+01
-14.634  0.3068E+00  0.2880E+01
-14.624  0.2840E+00  0.2883E+01
-14.614  0.2335E+00  0.2885E+01
-14.604  0.1712E+00  0.2887E+01
-14.594  0.1142E+00  0.2888E+01
-14.584  0.7489E-01  0.2889E+01
-14.574  0.5956E-01  0.2889E+01
-14.564  0.7018E-01  0.2890E+01
-14.554  0.1055E+00  0.2891E+01
-14.544  0.1600E+00  0.2892E+01
-14.534  0.2224E+00  0.2895E+01
-14.524  0.2764E+00  0.2897E+01
-14.514  0.3052E+00  0.2901E+01
-14.504  0.2990E+00  0.2904E+01
-14.494  0.2598E+00  0.2906E+01
-14.484  0.2002E+00  0.2908E+01
-14.474  0.1368E+00  0.2909E+01
-14.464  0.8292E-01  0.2910E+01
-14.454  0.4457E-01  0.2911E+01
-14.444  0.2125E-01  0.2911E+01
-14.434  0.8985E-02  0.2911E+01
-14.424  0.3369E-02  0.2911E+01
-14.414  0.1121E-02  0.2911E+01
-14.404  0.3305E-03  0.2911E+01
-14.394  0.8645E-04  0.2911E+01
-14.384  0.2007E-04  0.2911E+01
-14.374  0.4265E-05  0.2911E+01
-14.364  0.1641E-05  0.2911E+01
-14.354  0.5158E-05  0.2911E+01
-14.344  0.2535E-04  0.2911E+01
-14.334  0.1130E-03  0.2911E+01
-14.324  0.4474E-03  0.2911E+01
-14.314  0.1571E-02  0.2911E+01
-14.304  0.4892E-02  0.2911E+01
-14.294  0.1352E-01  0.2911E+01
-14.284  0.3312E-01  0.2912E+01
-14.274  0.7201E-01  0.2912E+01
-14.264  0.1389E+00  0.2914E+01
-14.254  0.2376E+00  0.2916E+01
-14.244  0.3605E+00  0.2920E+01
-14.234  0.4853E+00  0.2925E+01
-14.224  0.5794E+00  0.2930E+01
-14.214  0.6138E+00  0.2937E+01
-14.204  0.5767E+00  0.2942E+01
-14.194  0.4807E+00  0.2947E+01
-14.184  0.3554E+00  0.2951E+01
-14.174  0.2331E+00  0.2953E+01
-14.164  0.1356E+00  0.2954E+01
-14.154  0.7000E-01  0.2955E+01
-14.144  0.3205E-01  0.2955E+01
-14.134  0.1302E-01  0.2955E+01
-14.124  0.4689E-02  0.2956E+01
-14.114  0.1498E-02  0.2956E+01
-14.104  0.4248E-03  0.2956E+01
-14.094  0.1068E-03  0.2956E+01
-14.084  0.2383E-04  0.2956E+01
-14.074  0.4719E-05  0.2956E+01
-14.064  0.8627E-06  0.2956E+01
-14.054  0.3640E-06  0.2956E+01
-14.044  0.1411E-05  0.2956E+01
-14.034  0.7318E-05  0.2956E+01
-14.024  0.3408E-04  0.2956E+01
-14.014  0.1408E-03  0.2956E+01
-14.004  0.5159E-03  0.2956E+01
-13.994  0.1676E-02  0.2956E+01
-13.984  0.4832E-02  0.2956E+01
-13.974  0.1235E-01  0.2956E+01
-13.964  0.2799E-01  0.2956E+01
-13.954  0.5628E-01  0.2957E+01
-13.944  0.1003E+00  0.2958E+01
-13.934  0.1587E+00  0.2959E+01
-13.924  0.2225E+00  0.2961E+01
-13.914  0.2768E+00  0.2964E+01
-13.904  0.3054E+00  0.2967E+01
-13.894  0.2989E+00  0.2970E+01
-13.884  0.2600E+00  0.2973E+01
-13.874  0.2021E+00  0.2975E+01
-13.864  0.1435E+00  0.2976E+01
-13.854  0.1004E+00  0.2977E+01
-13.844  0.8299E-01  0.2978E+01
-13.834  0.9495E-01  0.2979E+01
-13.824  0.1338E+00  0.2980E+01
-13.814  0.1906E+00  0.2982E+01
-13.804  0.2500E+00  0.2985E+01
-13.794  0.2938E+00  0.2988E+01
-13.784  0.3069E+00  0.2991E+01
-13.774  0.2846E+00  0.2994E+01
-13.764  0.2341E+00  0.2996E+01
-13.754  0.1707E+00  0.2998E+01
-13.744  0.1104E+00  0.2999E+01
-13.734  0.6337E-01  0.2999E+01
-13.724  0.3225E-01  0.3000E+01
-13.714  0.1455E-01  0.3000E+01
-13.704  0.5841E-02  0.3000E+01
-13.694  0.2146E-02  0.3000E+01
-13.684  0.9756E-03  0.3000E+01
-13.674  0.1372E-02  0.3000E+01
-13.664  0.3936E-02  0.3000E+01
-13.654  0.1136E-01  0.3000E+01
-13.644  0.2955E-01  0.3000E+01
-13.634  0.6873E-01  0.3001E+01
-13.624  0.1430E+00  0.3003E+01
-13.614  0.2661E+00  0.3005E+01
-13.604  0.4439E+00  0.3010E+01
-13.594  0.6644E+00  0.3016E+01
-13.584  0.8947E+00  0.3025E+01
-13.574  0.1088E+01  0.3036E+01
-13.564  0.1202E+01  0.3048E+01
-13.554  0.1222E+01  0.3060E+01
-13.544  0.1162E+01  0.3072E+01
-13.534  0.1063E+01  0.3083E+01
-13.524  0.9621E+00  0.3092E+01
-13.514  0.8750E+00  0.3101E+01
-13.504  0.7945E+00  0.3109E+01
-13.494  0.7025E+00  0.3116E+01
-13.484  0.5892E+00  0.3122E+01
-13.474  0.4631E+00  0.3127E+01
-13.464  0.3469E+00  0.3130E+01
-13.454  0.2649E+00  0.3133E+01
-13.444  0.2313E+00  0.3135E+01
-13.434  0.2453E+00  0.3137E+01
-13.424  0.2940E+00  0.3140E+01
-13.414  0.3600E+00  0.3144E+01
-13.404  0.4300E+00  0.3148E+01
-13.394  0.4990E+00  0.3153E+01
-13.384  0.5668E+00  0.3159E+01
-13.374  0.6298E+00  0.3165E+01
-13.364  0.6757E+00  0.3172E+01
-13.354  0.6876E+00  0.3179E+01
-13.344  0.6562E+00  0.3185E+01
-13.334  0.5897E+00  0.3191E+01
-13.324  0.5117E+00  0.3196E+01
-13.314  0.4486E+00  0.3201E+01
-13.304  0.4154E+00  0.3205E+01
-13.294  0.4103E+00  0.3209E+01
-13.284  0.4205E+00  0.3213E+01
-13.274  0.4325E+00  0.3218E+01
-13.264  0.4385E+00  0.3222E+01
-13.254  0.4348E+00  0.3226E+01
-13.244  0.4183E+00  0.3231E+01
-13.234  0.3861E+00  0.3234E+01
-13.224  0.3394E+00  0.3238E+01
-13.214  0.2885E+00  0.3241E+01
-13.204  0.2515E+00  0.3243E+01
-13.194  0.2477E+00  0.3246E+01
-13.184  0.2885E+00  0.3249E+01
-13.174  0.3692E+00  0.3252E+01
-13.164  0.4685E+00  0.3257E+01
-13.154  0.5537E+00  0.3263E+01
-13.144  0.5940E+00  0.3268E+01
-13.134  0.5728E+00  0.3274E+01
-13.124  0.4949E+00  0.3279E+01
-13.114  0.3825E+00  0.3283E+01
-13.104  0.2643E+00  0.3286E+01
-13.094  0.1633E+00  0.3287E+01
-13.084  0.9009E-01  0.3288E+01
-13.074  0.4457E-01  0.3289E+01
-13.064  0.2031E-01  0.3289E+01
-13.054  0.1024E-01  0.3289E+01
-13.044  0.9841E-02  0.3289E+01
-13.034  0.1832E-01  0.3289E+01
-13.024  0.3805E-01  0.3290E+01
-13.014  0.7270E-01  0.3290E+01
-13.004  0.1242E+00  0.3292E+01
-12.994  0.1895E+00  0.3293E+01
-12.984  0.2601E+00  0.3296E+01
-12.974  0.3256E+00  0.3299E+01
-12.964  0.3812E+00  0.3303E+01
-12.954  0.4331E+00  0.3307E+01
-12.944  0.4965E+00  0.3312E+01
-12.934  0.5843E+00  0.3318E+01
-12.924  0.6939E+00  0.3325E+01
-12.914  0.8020E+00  0.3333E+01
-12.904  0.8725E+00  0.3342E+01
-12.894  0.8749E+00  0.3351E+01
-12.884  0.7999E+00  0.3359E+01
-12.874  0.6642E+00  0.3365E+01
-12.864  0.5013E+00  0.3370E+01
-12.854  0.3481E+00  0.3374E+01
-12.844  0.2318E+00  0.3376E+01
-12.834  0.1661E+00  0.3378E+01
-12.824  0.1512E+00  0.3379E+01
-12.814  0.1770E+00  0.3381E+01
-12.804  0.2258E+00  0.3383E+01
-12.794  0.2755E+00  0.3386E+01
-12.784  0.3050E+00  0.3389E+01
-12.774  0.3015E+00  0.3392E+01
-12.764  0.2648E+00  0.3395E+01
-12.754  0.2064E+00  0.3397E+01
-12.744  0.1429E+00  0.3398E+01
-12.734  0.8816E-01  0.3399E+01
-12.724  0.4975E-01  0.3400E+01
-12.714  0.2907E-01  0.3400E+01
-12.704  0.2506E-01  0.3400E+01
-12.694  0.3740E-01  0.3401E+01
-12.684  0.6735E-01  0.3401E+01
-12.674  0.1159E+00  0.3402E+01
-12.664  0.1803E+00  0.3404E+01
-12.654  0.2525E+00  0.3407E+01
-12.644  0.3204E+00  0.3410E+01
-12.634  0.3731E+00  0.3414E+01
-12.624  0.4062E+00  0.3418E+01
-12.614  0.4219E+00  0.3422E+01
-12.604  0.4247E+00  0.3426E+01
-12.594  0.4166E+00  0.3430E+01
-12.584  0.3972E+00  0.3434E+01
-12.574  0.3682E+00  0.3438E+01
-12.564  0.3375E+00  0.3441E+01
-12.554  0.3168E+00  0.3445E+01
-12.544  0.3141E+00  0.3448E+01
-12.534  0.3272E+00  0.3451E+01
-12.524  0.3446E+00  0.3454E+01
-12.514  0.3536E+00  0.3458E+01
-12.504  0.3499E+00  0.3461E+01
-12.494  0.3399E+00  0.3465E+01
-12.484  0.3342E+00  0.3468E+01
-12.474  0.3382E+00  0.3472E+01
-12.464  0.3469E+00  0.3475E+01
-12.454  0.3488E+00  0.3479E+01
-12.444  0.3363E+00  0.3482E+01
-12.434  0.3132E+00  0.3485E+01
-12.424  0.2934E+00  0.3488E+01
-12.414  0.2926E+00  0.3491E+01
-12.404  0.3182E+00  0.3494E+01
-12.394  0.3651E+00  0.3498E+01
-12.384  0.4189E+00  0.3502E+01
-12.374  0.4637E+00  0.3507E+01
-12.364  0.4873E+00  0.3511E+01
-12.354  0.4832E+00  0.3516E+01
-12.344  0.4499E+00  0.3521E+01
-12.334  0.3903E+00  0.3525E+01
-12.324  0.3125E+00  0.3528E+01
-12.314  0.2286E+00  0.3530E+01
-12.304  0.1514E+00  0.3532E+01
-12.294  0.9024E-01  0.3532E+01
-12.284  0.4825E-01  0.3533E+01
-12.274  0.2339E-01  0.3533E+01
-12.264  0.1130E-01  0.3533E+01
-12.254  0.8315E-02  0.3533E+01
-12.244  0.1332E-01  0.3534E+01
-12.234  0.2835E-01  0.3534E+01
-12.224  0.5787E-01  0.3534E+01
-12.214  0.1067E+00  0.3535E+01
-12.204  0.1769E+00  0.3537E+01
-12.194  0.2645E+00  0.3540E+01
-12.184  0.3585E+00  0.3543E+01
-12.174  0.4431E+00  0.3548E+01
-12.164  0.5020E+00  0.3553E+01
-12.154  0.5233E+00  0.3558E+01
-12.144  0.5027E+00  0.3563E+01
-12.134  0.4447E+00  0.3568E+01
-12.124  0.3615E+00  0.3571E+01
-12.114  0.2704E+00  0.3574E+01
-12.104  0.1896E+00  0.3576E+01
-12.094  0.1344E+00  0.3577E+01
-12.084  0.1140E+00  0.3578E+01
-12.074  0.1319E+00  0.3580E+01
-12.064  0.1855E+00  0.3581E+01
-12.054  0.2662E+00  0.3584E+01
-12.044  0.3604E+00  0.3588E+01
-12.034  0.4518E+00  0.3592E+01
-12.024  0.5258E+00  0.3598E+01
-12.014  0.5740E+00  0.3603E+01
-12.004  0.5950E+00  0.3609E+01
-11.994  0.5926E+00  0.3615E+01
-11.984  0.5718E+00  0.3621E+01
-11.974  0.5351E+00  0.3626E+01
-11.964  0.4820E+00  0.3631E+01
-11.954  0.4124E+00  0.3635E+01
-11.944  0.3298E+00  0.3638E+01
-11.934  0.2427E+00  0.3641E+01
-11.924  0.1626E+00  0.3643E+01
-11.914  0.9819E-01  0.3643E+01
-11.904  0.5317E-01  0.3644E+01
-11.894  0.2571E-01  0.3644E+01
-11.884  0.1108E-01  0.3644E+01
-11.874  0.4283E-02  0.3644E+01
-11.864  0.1617E-02  0.3644E+01
-11.854  0.1098E-02  0.3644E+01
-11.844  0.2360E-02  0.3644E+01
-11.834  0.6772E-02  0.3645E+01
-11.824  0.1800E-01  0.3645E+01
-11.814  0.4264E-01  0.3645E+01
-11.804  0.8976E-01  0.3646E+01
-11.794  0.1680E+00  0.3648E+01
-11.784  0.2802E+00  0.3651E+01
-11.774  0.4173E+00  0.3655E+01
-11.764  0.5571E+00  0.3660E+01
-11.754  0.6708E+00  0.3667E+01
-11.744  0.7347E+00  0.3674E+01
-11.734  0.7399E+00  0.3682E+01
-11.724  0.6932E+00  0.3689E+01
-11.714  0.6104E+00  0.3695E+01
-11.704  0.5074E+00  0.3700E+01
-11.694  0.3972E+00  0.3704E+01
-11.684  0.2902E+00  0.3707E+01
-11.674  0.1957E+00  0.3709E+01
-11.664  0.1203E+00  0.3710E+01
-11.654  0.6704E-01  0.3711E+01
-11.644  0.3409E-01  0.3711E+01
-11.634  0.1732E-01  0.3711E+01
-11.624  0.1316E-01  0.3711E+01
-11.614  0.2115E-01  0.3711E+01
-11.604  0.4514E-01  0.3712E+01
-11.594  0.9237E-01  0.3713E+01
-11.584  0.1697E+00  0.3714E+01
-11.574  0.2774E+00  0.3717E+01
-11.564  0.4029E+00  0.3721E+01
-11.554  0.5197E+00  0.3726E+01
-11.544  0.5954E+00  0.3732E+01
-11.534  0.6059E+00  0.3738E+01
-11.524  0.5477E+00  0.3744E+01
-11.514  0.4398E+00  0.3748E+01
-11.504  0.3137E+00  0.3751E+01
-11.494  0.1987E+00  0.3753E+01
-11.484  0.1119E+00  0.3755E+01
-11.474  0.5632E-01  0.3755E+01
-11.464  0.2630E-01  0.3755E+01
-11.454  0.1429E-01  0.3756E+01
-11.444  0.1552E-01  0.3756E+01
-11.434  0.3000E-01  0.3756E+01
-11.424  0.6224E-01  0.3757E+01
-11.414  0.1190E+00  0.3758E+01
-11.404  0.2056E+00  0.3760E+01
-11.394  0.3209E+00  0.3763E+01
-11.384  0.4543E+00  0.3768E+01
-11.374  0.5863E+00  0.3774E+01
-11.364  0.6931E+00  0.3780E+01
-11.354  0.7545E+00  0.3788E+01
-11.344  0.7588E+00  0.3796E+01
-11.334  0.7063E+00  0.3803E+01
-11.324  0.6080E+00  0.3809E+01
-11.314  0.4826E+00  0.3814E+01
-11.304  0.3516E+00  0.3817E+01
-11.294  0.2338E+00  0.3819E+01
-11.284  0.1411E+00  0.3821E+01
-11.274  0.7695E-01  0.3822E+01
-11.264  0.3774E-01  0.3822E+01
-11.254  0.1660E-01  0.3822E+01
-11.244  0.6547E-02  0.3822E+01
-11.234  0.2399E-02  0.3822E+01
-11.224  0.1135E-02  0.3822E+01
-11.214  0.1595E-02  0.3822E+01
-11.204  0.4174E-02  0.3822E+01
-11.194  0.1084E-01  0.3822E+01
-11.184  0.2530E-01  0.3823E+01
-11.174  0.5267E-01  0.3823E+01
-11.164  0.9800E-01  0.3824E+01
-11.154  0.1635E+00  0.3826E+01
-11.144  0.2459E+00  0.3828E+01
-11.134  0.3352E+00  0.3832E+01
-11.124  0.4177E+00  0.3836E+01
-11.114  0.4796E+00  0.3841E+01
-11.104  0.5120E+00  0.3846E+01
-11.094  0.5129E+00  0.3851E+01
-11.084  0.4878E+00  0.3856E+01
-11.074  0.4485E+00  0.3860E+01
-11.064  0.4098E+00  0.3864E+01
-11.054  0.3833E+00  0.3868E+01
-11.044  0.3710E+00  0.3872E+01
-11.034  0.3645E+00  0.3875E+01
-11.024  0.3506E+00  0.3879E+01
-11.014  0.3217E+00  0.3882E+01
-11.004  0.2826E+00  0.3885E+01
-10.994  0.2499E+00  0.3888E+01
-10.984  0.2436E+00  0.3890E+01
-10.974  0.2764E+00  0.3893E+01
-10.964  0.3468E+00  0.3896E+01
-10.954  0.4373E+00  0.3901E+01
-10.944  0.5203E+00  0.3906E+01
-10.934  0.5680E+00  0.3911E+01
-10.924  0.5629E+00  0.3917E+01
-10.914  0.5044E+00  0.3922E+01
-10.904  0.4079E+00  0.3926E+01
-10.894  0.2972E+00  0.3929E+01
-10.884  0.1948E+00  0.3931E+01
-10.874  0.1146E+00  0.3932E+01
-10.864  0.6046E-01  0.3933E+01
-10.854  0.2855E-01  0.3933E+01
-10.844  0.1209E-01  0.3933E+01
-10.834  0.4759E-02  0.3933E+01
-10.824  0.2327E-02  0.3933E+01
-10.814  0.2969E-02  0.3933E+01
-10.804  0.7058E-02  0.3933E+01
-10.794  0.1701E-01  0.3934E+01
-10.784  0.3689E-01  0.3934E+01
-10.774  0.7117E-01  0.3935E+01
-10.764  0.1222E+00  0.3936E+01
-10.754  0.1870E+00  0.3938E+01
-10.744  0.2567E+00  0.3940E+01
-10.734  0.3186E+00  0.3944E+01
-10.724  0.3632E+00  0.3947E+01
-10.714  0.3895E+00  0.3951E+01
-10.704  0.4051E+00  0.3955E+01
-10.694  0.4215E+00  0.3959E+01
-10.684  0.4482E+00  0.3964E+01
-10.674  0.4915E+00  0.3969E+01
-10.664  0.5590E+00  0.3974E+01
-10.654  0.6628E+00  0.3981E+01
-10.644  0.8153E+00  0.3989E+01
-10.634  0.1019E+01  0.3999E+01
-10.624  0.1258E+01  0.4012E+01
-10.614  0.1494E+01  0.4027E+01
-10.604  0.1685E+01  0.4044E+01
-10.594  0.1800E+01  0.4062E+01
-10.584  0.1834E+01  0.4080E+01
-10.574  0.1810E+01  0.4098E+01
-10.564  0.1758E+01  0.4116E+01
-10.554  0.1701E+01  0.4133E+01
-10.544  0.1642E+01  0.4149E+01
-10.534  0.1567E+01  0.4165E+01
-10.524  0.1461E+01  0.4179E+01
-10.514  0.1321E+01  0.4193E+01
-10.504  0.1156E+01  0.4204E+01
-10.494  0.9901E+00  0.4214E+01
-10.484  0.8417E+00  0.4222E+01
-10.474  0.7239E+00  0.4230E+01
-10.464  0.6410E+00  0.4236E+01
-10.454  0.5925E+00  0.4242E+01
-10.444  0.5756E+00  0.4248E+01
-10.434  0.5846E+00  0.4254E+01
-10.424  0.6106E+00  0.4260E+01
-10.414  0.6428E+00  0.4266E+01
-10.404  0.6717E+00  0.4273E+01
-10.394  0.6918E+00  0.4280E+01
-10.384  0.7034E+00  0.4287E+01
-10.374  0.7128E+00  0.4294E+01
-10.364  0.7306E+00  0.4301E+01
-10.354  0.7675E+00  0.4309E+01
-10.344  0.8268E+00  0.4317E+01
-10.334  0.8972E+00  0.4326E+01
-10.324  0.9523E+00  0.4336E+01
-10.314  0.9603E+00  0.4345E+01
-10.304  0.9002E+00  0.4354E+01
-10.294  0.7741E+00  0.4362E+01
-10.284  0.6089E+00  0.4368E+01
-10.274  0.4450E+00  0.4373E+01
-10.264  0.3229E+00  0.4376E+01
-10.254  0.2731E+00  0.4379E+01
-10.244  0.3117E+00  0.4382E+01
-10.234  0.4387E+00  0.4386E+01
-10.224  0.6343E+00  0.4392E+01
-10.214  0.8568E+00  0.4401E+01
-10.204  0.1049E+01  0.4411E+01
-10.194  0.1156E+01  0.4423E+01
-10.184  0.1147E+01  0.4434E+01
-10.174  0.1029E+01  0.4445E+01
-10.164  0.8447E+00  0.4453E+01
-10.154  0.6514E+00  0.4460E+01
-10.144  0.4998E+00  0.4465E+01
-10.134  0.4183E+00  0.4469E+01
-10.124  0.4100E+00  0.4473E+01
-10.114  0.4613E+00  0.4478E+01
-10.104  0.5526E+00  0.4483E+01
-10.094  0.6660E+00  0.4490E+01
-10.084  0.7846E+00  0.4498E+01
-10.074  0.8879E+00  0.4507E+01
-10.064  0.9504E+00  0.4516E+01
-10.054  0.9483E+00  0.4526E+01
-10.044  0.8717E+00  0.4534E+01
-10.034  0.7333E+00  0.4542E+01
-10.024  0.5652E+00  0.4547E+01
-10.014  0.4073E+00  0.4551E+01
-10.004  0.2936E+00  0.4554E+01
 -9.994  0.2430E+00  0.4557E+01
 -9.984  0.2583E+00  0.4559E+01
 -9.974  0.3295E+00  0.4563E+01
 -9.964  0.4387E+00  0.4567E+01
 -9.954  0.5655E+00  0.4573E+01
 -9.944  0.6909E+00  0.4580E+01
 -9.934  0.7991E+00  0.4588E+01
 -9.924  0.8772E+00  0.4596E+01
 -9.914  0.9132E+00  0.4605E+01
 -9.904  0.8970E+00  0.4614E+01
 -9.894  0.8244E+00  0.4623E+01
 -9.884  0.7025E+00  0.4630E+01
 -9.874  0.5507E+00  0.4635E+01
 -9.864  0.3960E+00  0.4639E+01
 -9.854  0.2648E+00  0.4642E+01
 -9.844  0.1759E+00  0.4644E+01
 -9.834  0.1395E+00  0.4645E+01
 -9.824  0.1581E+00  0.4647E+01
 -9.814  0.2283E+00  0.4649E+01
 -9.804  0.3391E+00  0.4652E+01
 -9.794  0.4703E+00  0.4657E+01
 -9.784  0.5948E+00  0.4663E+01
 -9.774  0.6886E+00  0.4670E+01
 -9.764  0.7408E+00  0.4677E+01
 -9.754  0.7593E+00  0.4685E+01
 -9.744  0.7651E+00  0.4692E+01
 -9.734  0.7796E+00  0.4700E+01
 -9.724  0.8143E+00  0.4708E+01
 -9.714  0.8660E+00  0.4717E+01
 -9.704  0.9196E+00  0.4726E+01
 -9.694  0.9537E+00  0.4736E+01
 -9.684  0.9473E+00  0.4745E+01
 -9.674  0.8891E+00  0.4754E+01
 -9.664  0.7853E+00  0.4762E+01
 -9.654  0.6626E+00  0.4769E+01
 -9.644  0.5608E+00  0.4774E+01
 -9.634  0.5183E+00  0.4779E+01
 -9.624  0.5542E+00  0.4785E+01
 -9.614  0.6569E+00  0.4791E+01
 -9.604  0.7855E+00  0.4799E+01
 -9.594  0.8857E+00  0.4808E+01
 -9.584  0.9134E+00  0.4817E+01
 -9.574  0.8561E+00  0.4826E+01
 -9.564  0.7384E+00  0.4833E+01
 -9.554  0.6090E+00  0.4839E+01
 -9.544  0.5171E+00  0.4844E+01
 -9.534  0.4906E+00  0.4849E+01
 -9.524  0.5277E+00  0.4855E+01
 -9.514  0.6023E+00  0.4861E+01
 -9.504  0.6807E+00  0.4868E+01
 -9.494  0.7402E+00  0.4875E+01
 -9.484  0.7801E+00  0.4883E+01
 -9.474  0.8219E+00  0.4891E+01
 -9.464  0.8976E+00  0.4900E+01
 -9.454  0.1033E+01  0.4910E+01
 -9.444  0.1232E+01  0.4923E+01
 -9.434  0.1468E+01  0.4937E+01
 -9.424  0.1684E+01  0.4954E+01
 -9.414  0.1818E+01  0.4972E+01
 -9.404  0.1823E+01  0.4990E+01
 -9.394  0.1696E+01  0.5007E+01
 -9.384  0.1474E+01  0.5022E+01
