#  E (eV)   dos(E)     Int dos(E)
  6.632  0.1443E+01  0.2167E+02
  6.633  0.1430E+01  0.2167E+02
  6.634  0.1418E+01  0.2167E+02
  6.635  0.1406E+01  0.2167E+02
  6.636  0.1394E+01  0.2167E+02
  6.637  0.1383E+01  0.2167E+02
  6.638  0.1372E+01  0.2167E+02
  6.639  0.1362E+01  0.2168E+02
  6.640  0.1352E+01  0.2168E+02
  6.641  0.1342E+01  0.2168E+02
  6.642  0.1333E+01  0.2168E+02
  6.643  0.1325E+01  0.2168E+02
  6.644  0.1316E+01  0.2168E+02
  6.645  0.1308E+01  0.2168E+02
  6.646  0.1301E+01  0.2169E+02
  6.647  0.1294E+01  0.2169E+02
  6.648  0.1287E+01  0.2169E+02
  6.649  0.1280E+01  0.2169E+02
  6.650  0.1274E+01  0.2169E+02
  6.651  0.1269E+01  0.2169E+02
  6.652  0.1264E+01  0.2169E+02
  6.653  0.1259E+01  0.2169E+02
  6.654  0.1254E+01  0.2170E+02
  6.655  0.1250E+01  0.2170E+02
  6.656  0.1246E+01  0.2170E+02
  6.657  0.1243E+01  0.2170E+02
  6.658  0.1240E+01  0.2170E+02
  6.659  0.1238E+01  0.2170E+02
  6.660  0.1236E+01  0.2170E+02
  6.661  0.1234E+01  0.2170E+02
  6.662  0.1233E+01  0.2171E+02
  6.663  0.1232E+01  0.2171E+02
  6.664  0.1232E+01  0.2171E+02
  6.665  0.1232E+01  0.2171E+02
  6.666  0.1233E+01  0.2171E+02
  6.667  0.1234E+01  0.2171E+02
  6.668  0.1236E+01  0.2171E+02
  6.669  0.1238E+01  0.2171E+02
  6.670  0.1240E+01  0.2172E+02
  6.671  0.1243E+01  0.2172E+02
  6.672  0.1247E+01  0.2172E+02
  6.673  0.1251E+01  0.2172E+02
  6.674  0.1255E+01  0.2172E+02
  6.675  0.1260E+01  0.2172E+02
  6.676  0.1266E+01  0.2172E+02
  6.677  0.1272E+01  0.2172E+02
  6.678  0.1278E+01  0.2173E+02
  6.679  0.1285E+01  0.2173E+02
  6.680  0.1292E+01  0.2173E+02
  6.681  0.1300E+01  0.2173E+02
  6.682  0.1308E+01  0.2173E+02
  6.683  0.1317E+01  0.2173E+02
  6.684  0.1325E+01  0.2173E+02
  6.685  0.1335E+01  0.2173E+02
  6.686  0.1344E+01  0.2174E+02
  6.687  0.1354E+01  0.2174E+02
  6.688  0.1364E+01  0.2174E+02
  6.689  0.1374E+01  0.2174E+02
  6.690  0.1384E+01  0.2174E+02
  6.691  0.1395E+01  0.2174E+02
  6.692  0.1405E+01  0.2174E+02
  6.693  0.1416E+01  0.2175E+02
  6.694  0.1427E+01  0.2175E+02
  6.695  0.1437E+01  0.2175E+02
  6.696  0.1448E+01  0.2175E+02
  6.697  0.1458E+01  0.2175E+02
  6.698  0.1468E+01  0.2175E+02
  6.699  0.1479E+01  0.2175E+02
  6.700  0.1488E+01  0.2176E+02
  6.701  0.1498E+01  0.2176E+02
  6.702  0.1507E+01  0.2176E+02
  6.703  0.1516E+01  0.2176E+02
  6.704  0.1524E+01  0.2176E+02
  6.705  0.1532E+01  0.2176E+02
  6.706  0.1540E+01  0.2176E+02
  6.707  0.1547E+01  0.2177E+02
  6.708  0.1553E+01  0.2177E+02
  6.709  0.1559E+01  0.2177E+02
  6.710  0.1564E+01  0.2177E+02
  6.711  0.1568E+01  0.2177E+02
  6.712  0.1572E+01  0.2177E+02
  6.713  0.1575E+01  0.2178E+02
  6.714  0.1578E+01  0.2178E+02
  6.715  0.1580E+01  0.2178E+02
  6.716  0.1581E+01  0.2178E+02
  6.717  0.1581E+01  0.2178E+02
  6.718  0.1581E+01  0.2178E+02
  6.719  0.1580E+01  0.2179E+02
  6.720  0.1578E+01  0.2179E+02
  6.721  0.1575E+01  0.2179E+02
  6.722  0.1572E+01  0.2179E+02
  6.723  0.1568E+01  0.2179E+02
  6.724  0.1563E+01  0.2179E+02
  6.725  0.1558E+01  0.2179E+02
  6.726  0.1552E+01  0.2180E+02
  6.727  0.1545E+01  0.2180E+02
  6.728  0.1538E+01  0.2180E+02
  6.729  0.1530E+01  0.2180E+02
  6.730  0.1522E+01  0.2180E+02
  6.731  0.1513E+01  0.2180E+02
  6.732  0.1503E+01  0.2181E+02
  6.733  0.1493E+01  0.2181E+02
  6.734  0.1483E+01  0.2181E+02
  6.735  0.1472E+01  0.2181E+02
  6.736  0.1461E+01  0.2181E+02
  6.737  0.1450E+01  0.2181E+02
  6.738  0.1438E+01  0.2181E+02
  6.739  0.1426E+01  0.2182E+02
  6.740  0.1413E+01  0.2182E+02
  6.741  0.1401E+01  0.2182E+02
  6.742  0.1388E+01  0.2182E+02
  6.743  0.1375E+01  0.2182E+02
  6.744  0.1363E+01  0.2182E+02
  6.745  0.1350E+01  0.2182E+02
  6.746  0.1336E+01  0.2183E+02
  6.747  0.1323E+01  0.2183E+02
  6.748  0.1310E+01  0.2183E+02
  6.749  0.1297E+01  0.2183E+02
  6.750  0.1284E+01  0.2183E+02
  6.751  0.1271E+01  0.2183E+02
  6.752  0.1258E+01  0.2183E+02
  6.753  0.1246E+01  0.2183E+02
  6.754  0.1233E+01  0.2184E+02
  6.755  0.1221E+01  0.2184E+02
  6.756  0.1208E+01  0.2184E+02
  6.757  0.1196E+01  0.2184E+02
  6.758  0.1184E+01  0.2184E+02
  6.759  0.1173E+01  0.2184E+02
  6.760  0.1161E+01  0.2184E+02
  6.761  0.1150E+01  0.2184E+02
  6.762  0.1139E+01  0.2184E+02
  6.763  0.1129E+01  0.2185E+02
  6.764  0.1118E+01  0.2185E+02
  6.765  0.1108E+01  0.2185E+02
  6.766  0.1099E+01  0.2185E+02
  6.767  0.1089E+01  0.2185E+02
  6.768  0.1080E+01  0.2185E+02
  6.769  0.1072E+01  0.2185E+02
  6.770  0.1063E+01  0.2185E+02
  6.771  0.1056E+01  0.2185E+02
  6.772  0.1048E+01  0.2186E+02
  6.773  0.1041E+01  0.2186E+02
  6.774  0.1034E+01  0.2186E+02
  6.775  0.1028E+01  0.2186E+02
  6.776  0.1022E+01  0.2186E+02
  6.777  0.1017E+01  0.2186E+02
  6.778  0.1012E+01  0.2186E+02
  6.779  0.1007E+01  0.2186E+02
  6.780  0.1003E+01  0.2186E+02
  6.781  0.9992E+00  0.2186E+02
  6.782  0.9960E+00  0.2187E+02
  6.783  0.9932E+00  0.2187E+02
  6.784  0.9909E+00  0.2187E+02
  6.785  0.9891E+00  0.2187E+02
  6.786  0.9877E+00  0.2187E+02
  6.787  0.9867E+00  0.2187E+02
  6.788  0.9862E+00  0.2187E+02
  6.789  0.9861E+00  0.2187E+02
  6.790  0.9865E+00  0.2187E+02
  6.791  0.9873E+00  0.2187E+02
  6.792  0.9884E+00  0.2188E+02
  6.793  0.9900E+00  0.2188E+02
  6.794  0.9919E+00  0.2188E+02
  6.795  0.9942E+00  0.2188E+02
  6.796  0.9968E+00  0.2188E+02
  6.797  0.9998E+00  0.2188E+02
  6.798  0.1003E+01  0.2188E+02
  6.799  0.1007E+01  0.2188E+02
  6.800  0.1010E+01  0.2188E+02
  6.801  0.1014E+01  0.2188E+02
  6.802  0.1018E+01  0.2189E+02
  6.803  0.1023E+01  0.2189E+02
  6.804  0.1027E+01  0.2189E+02
  6.805  0.1032E+01  0.2189E+02
  6.806  0.1036E+01  0.2189E+02
  6.807  0.1041E+01  0.2189E+02
  6.808  0.1045E+01  0.2189E+02
  6.809  0.1050E+01  0.2189E+02
  6.810  0.1054E+01  0.2189E+02
  6.811  0.1059E+01  0.2190E+02
  6.812  0.1063E+01  0.2190E+02
  6.813  0.1067E+01  0.2190E+02
  6.814  0.1070E+01  0.2190E+02
  6.815  0.1074E+01  0.2190E+02
  6.816  0.1077E+01  0.2190E+02
  6.817  0.1080E+01  0.2190E+02
  6.818  0.1083E+01  0.2190E+02
  6.819  0.1085E+01  0.2190E+02
  6.820  0.1087E+01  0.2190E+02
  6.821  0.1088E+01  0.2191E+02
  6.822  0.1089E+01  0.2191E+02
  6.823  0.1090E+01  0.2191E+02
  6.824  0.1090E+01  0.2191E+02
  6.825  0.1089E+01  0.2191E+02
  6.826  0.1088E+01  0.2191E+02
  6.827  0.1087E+01  0.2191E+02
  6.828  0.1085E+01  0.2191E+02
  6.829  0.1082E+01  0.2191E+02
  6.830  0.1079E+01  0.2192E+02
  6.831  0.1076E+01  0.2192E+02
  6.832  0.1072E+01  0.2192E+02
  6.833  0.1068E+01  0.2192E+02
  6.834  0.1063E+01  0.2192E+02
  6.835  0.1057E+01  0.2192E+02
  6.836  0.1052E+01  0.2192E+02
  6.837  0.1045E+01  0.2192E+02
  6.838  0.1039E+01  0.2192E+02
  6.839  0.1032E+01  0.2193E+02
  6.840  0.1024E+01  0.2193E+02
  6.841  0.1017E+01  0.2193E+02
  6.842  0.1009E+01  0.2193E+02
  6.843  0.1000E+01  0.2193E+02
  6.844  0.9918E+00  0.2193E+02
  6.845  0.9831E+00  0.2193E+02
  6.846  0.9741E+00  0.2193E+02
  6.847  0.9650E+00  0.2193E+02
  6.848  0.9558E+00  0.2193E+02
  6.849  0.9465E+00  0.2194E+02
  6.850  0.9372E+00  0.2194E+02
  6.851  0.9278E+00  0.2194E+02
  6.852  0.9184E+00  0.2194E+02
  6.853  0.9091E+00  0.2194E+02
  6.854  0.8999E+00  0.2194E+02
  6.855  0.8907E+00  0.2194E+02
  6.856  0.8817E+00  0.2194E+02
  6.857  0.8728E+00  0.2194E+02
  6.858  0.8641E+00  0.2194E+02
  6.859  0.8555E+00  0.2194E+02
  6.860  0.8472E+00  0.2194E+02
  6.861  0.8392E+00  0.2195E+02
  6.862  0.8314E+00  0.2195E+02
  6.863  0.8238E+00  0.2195E+02
  6.864  0.8166E+00  0.2195E+02
  6.865  0.8096E+00  0.2195E+02
  6.866  0.8030E+00  0.2195E+02
  6.867  0.7966E+00  0.2195E+02
  6.868  0.7906E+00  0.2195E+02
  6.869  0.7849E+00  0.2195E+02
  6.870  0.7794E+00  0.2195E+02
  6.871  0.7743E+00  0.2195E+02
  6.872  0.7695E+00  0.2195E+02
  6.873  0.7651E+00  0.2196E+02
  6.874  0.7609E+00  0.2196E+02
  6.875  0.7570E+00  0.2196E+02
  6.876  0.7533E+00  0.2196E+02
  6.877  0.7500E+00  0.2196E+02
  6.878  0.7468E+00  0.2196E+02
  6.879  0.7440E+00  0.2196E+02
  6.880  0.7413E+00  0.2196E+02
  6.881  0.7388E+00  0.2196E+02
  6.882  0.7366E+00  0.2196E+02
  6.883  0.7344E+00  0.2196E+02
  6.884  0.7325E+00  0.2196E+02
  6.885  0.7307E+00  0.2196E+02
  6.886  0.7290E+00  0.2197E+02
  6.887  0.7273E+00  0.2197E+02
  6.888  0.7258E+00  0.2197E+02
  6.889  0.7243E+00  0.2197E+02
  6.890  0.7229E+00  0.2197E+02
  6.891  0.7215E+00  0.2197E+02
  6.892  0.7201E+00  0.2197E+02
  6.893  0.7187E+00  0.2197E+02
  6.894  0.7172E+00  0.2197E+02
  6.895  0.7158E+00  0.2197E+02
  6.896  0.7143E+00  0.2197E+02
  6.897  0.7127E+00  0.2197E+02
  6.898  0.7111E+00  0.2197E+02
  6.899  0.7094E+00  0.2197E+02
  6.900  0.7076E+00  0.2198E+02
  6.901  0.7058E+00  0.2198E+02
  6.902  0.7038E+00  0.2198E+02
  6.903  0.7018E+00  0.2198E+02
  6.904  0.6997E+00  0.2198E+02
  6.905  0.6975E+00  0.2198E+02
  6.906  0.6952E+00  0.2198E+02
  6.907  0.6928E+00  0.2198E+02
  6.908  0.6904E+00  0.2198E+02
  6.909  0.6878E+00  0.2198E+02
  6.910  0.6853E+00  0.2198E+02
  6.911  0.6827E+00  0.2198E+02
  6.912  0.6800E+00  0.2198E+02
  6.913  0.6773E+00  0.2198E+02
  6.914  0.6746E+00  0.2198E+02
  6.915  0.6719E+00  0.2199E+02
  6.916  0.6692E+00  0.2199E+02
  6.917  0.6666E+00  0.2199E+02
  6.918  0.6639E+00  0.2199E+02
  6.919  0.6614E+00  0.2199E+02
  6.920  0.6589E+00  0.2199E+02
  6.921  0.6565E+00  0.2199E+02
  6.922  0.6542E+00  0.2199E+02
  6.923  0.6521E+00  0.2199E+02
  6.924  0.6500E+00  0.2199E+02
  6.925  0.6482E+00  0.2199E+02
  6.926  0.6465E+00  0.2199E+02
  6.927  0.6449E+00  0.2199E+02
  6.928  0.6436E+00  0.2199E+02
  6.929  0.6425E+00  0.2199E+02
  6.930  0.6415E+00  0.2200E+02
  6.931  0.6408E+00  0.2200E+02
  6.932  0.6404E+00  0.2200E+02
  6.933  0.6401E+00  0.2200E+02
  6.934  0.6401E+00  0.2200E+02
  6.935  0.6404E+00  0.2200E+02
  6.936  0.6408E+00  0.2200E+02
  6.937  0.6416E+00  0.2200E+02
  6.938  0.6425E+00  0.2200E+02
  6.939  0.6437E+00  0.2200E+02
  6.940  0.6452E+00  0.2200E+02
  6.941  0.6468E+00  0.2200E+02
  6.942  0.6487E+00  0.2200E+02
  6.943  0.6507E+00  0.2200E+02
  6.944  0.6530E+00  0.2200E+02
  6.945  0.6554E+00  0.2200E+02
  6.946  0.6580E+00  0.2201E+02
  6.947  0.6607E+00  0.2201E+02
  6.948  0.6636E+00  0.2201E+02
  6.949  0.6665E+00  0.2201E+02
  6.950  0.6695E+00  0.2201E+02
  6.951  0.6726E+00  0.2201E+02
  6.952  0.6757E+00  0.2201E+02
  6.953  0.6789E+00  0.2201E+02
  6.954  0.6820E+00  0.2201E+02
  6.955  0.6851E+00  0.2201E+02
  6.956  0.6881E+00  0.2201E+02
  6.957  0.6911E+00  0.2201E+02
  6.958  0.6939E+00  0.2201E+02
  6.959  0.6966E+00  0.2201E+02
  6.960  0.6991E+00  0.2202E+02
  6.961  0.7015E+00  0.2202E+02
  6.962  0.7037E+00  0.2202E+02
  6.963  0.7056E+00  0.2202E+02
  6.964  0.7073E+00  0.2202E+02
  6.965  0.7088E+00  0.2202E+02
  6.966  0.7099E+00  0.2202E+02
  6.967  0.7108E+00  0.2202E+02
  6.968  0.7114E+00  0.2202E+02
  6.969  0.7116E+00  0.2202E+02
  6.970  0.7116E+00  0.2202E+02
  6.971  0.7112E+00  0.2202E+02
  6.972  0.7104E+00  0.2202E+02
  6.973  0.7093E+00  0.2202E+02
  6.974  0.7079E+00  0.2202E+02
  6.975  0.7061E+00  0.2203E+02
  6.976  0.7040E+00  0.2203E+02
  6.977  0.7015E+00  0.2203E+02
  6.978  0.6988E+00  0.2203E+02
  6.979  0.6957E+00  0.2203E+02
  6.980  0.6923E+00  0.2203E+02
  6.981  0.6886E+00  0.2203E+02
  6.982  0.6847E+00  0.2203E+02
  6.983  0.6805E+00  0.2203E+02
  6.984  0.6761E+00  0.2203E+02
  6.985  0.6715E+00  0.2203E+02
  6.986  0.6668E+00  0.2203E+02
  6.987  0.6618E+00  0.2203E+02
  6.988  0.6568E+00  0.2203E+02
  6.989  0.6516E+00  0.2204E+02
  6.990  0.6464E+00  0.2204E+02
  6.991  0.6412E+00  0.2204E+02
  6.992  0.6360E+00  0.2204E+02
  6.993  0.6308E+00  0.2204E+02
  6.994  0.6256E+00  0.2204E+02
  6.995  0.6206E+00  0.2204E+02
  6.996  0.6157E+00  0.2204E+02
  6.997  0.6110E+00  0.2204E+02
  6.998  0.6064E+00  0.2204E+02
  6.999  0.6021E+00  0.2204E+02
  7.000  0.5980E+00  0.2204E+02
  7.001  0.5943E+00  0.2204E+02
  7.002  0.5908E+00  0.2204E+02
  7.003  0.5876E+00  0.2204E+02
  7.004  0.5848E+00  0.2204E+02
  7.005  0.5824E+00  0.2205E+02
  7.006  0.5804E+00  0.2205E+02
  7.007  0.5788E+00  0.2205E+02
  7.008  0.5776E+00  0.2205E+02
  7.009  0.5768E+00  0.2205E+02
  7.010  0.5765E+00  0.2205E+02
  7.011  0.5767E+00  0.2205E+02
  7.012  0.5772E+00  0.2205E+02
  7.013  0.5783E+00  0.2205E+02
  7.014  0.5798E+00  0.2205E+02
  7.015  0.5817E+00  0.2205E+02
  7.016  0.5840E+00  0.2205E+02
  7.017  0.5868E+00  0.2205E+02
  7.018  0.5900E+00  0.2205E+02
  7.019  0.5935E+00  0.2205E+02
  7.020  0.5974E+00  0.2205E+02
  7.021  0.6017E+00  0.2205E+02
  7.022  0.6063E+00  0.2205E+02
  7.023  0.6111E+00  0.2206E+02
  7.024  0.6162E+00  0.2206E+02
  7.025  0.6215E+00  0.2206E+02
  7.026  0.6270E+00  0.2206E+02
  7.027  0.6327E+00  0.2206E+02
  7.028  0.6385E+00  0.2206E+02
  7.029  0.6443E+00  0.2206E+02
  7.030  0.6501E+00  0.2206E+02
  7.031  0.6560E+00  0.2206E+02
  7.032  0.6618E+00  0.2206E+02
  7.033  0.6675E+00  0.2206E+02
  7.034  0.6730E+00  0.2206E+02
  7.035  0.6784E+00  0.2206E+02
  7.036  0.6835E+00  0.2206E+02
  7.037  0.6884E+00  0.2206E+02
  7.038  0.6930E+00  0.2207E+02
  7.039  0.6972E+00  0.2207E+02
  7.040  0.7010E+00  0.2207E+02
  7.041  0.7045E+00  0.2207E+02
  7.042  0.7074E+00  0.2207E+02
  7.043  0.7099E+00  0.2207E+02
  7.044  0.7119E+00  0.2207E+02
  7.045  0.7134E+00  0.2207E+02
  7.046  0.7142E+00  0.2207E+02
  7.047  0.7145E+00  0.2207E+02
  7.048  0.7142E+00  0.2207E+02
  7.049  0.7133E+00  0.2207E+02
  7.050  0.7117E+00  0.2207E+02
  7.051  0.7095E+00  0.2207E+02
  7.052  0.7066E+00  0.2208E+02
  7.053  0.7031E+00  0.2208E+02
  7.054  0.6990E+00  0.2208E+02
  7.055  0.6942E+00  0.2208E+02
  7.056  0.6887E+00  0.2208E+02
  7.057  0.6827E+00  0.2208E+02
  7.058  0.6760E+00  0.2208E+02
  7.059  0.6687E+00  0.2208E+02
  7.060  0.6608E+00  0.2208E+02
  7.061  0.6524E+00  0.2208E+02
  7.062  0.6435E+00  0.2208E+02
  7.063  0.6340E+00  0.2208E+02
  7.064  0.6241E+00  0.2208E+02
  7.065  0.6137E+00  0.2208E+02
  7.066  0.6029E+00  0.2208E+02
  7.067  0.5917E+00  0.2209E+02
  7.068  0.5802E+00  0.2209E+02
  7.069  0.5684E+00  0.2209E+02
  7.070  0.5563E+00  0.2209E+02
  7.071  0.5440E+00  0.2209E+02
  7.072  0.5315E+00  0.2209E+02
  7.073  0.5188E+00  0.2209E+02
  7.074  0.5061E+00  0.2209E+02
  7.075  0.4933E+00  0.2209E+02
  7.076  0.4805E+00  0.2209E+02
  7.077  0.4678E+00  0.2209E+02
  7.078  0.4551E+00  0.2209E+02
  7.079  0.4425E+00  0.2209E+02
  7.080  0.4301E+00  0.2209E+02
  7.081  0.4178E+00  0.2209E+02
  7.082  0.4058E+00  0.2209E+02
  7.083  0.3941E+00  0.2209E+02
  7.084  0.3826E+00  0.2209E+02
  7.085  0.3715E+00  0.2209E+02
  7.086  0.3608E+00  0.2209E+02
  7.087  0.3505E+00  0.2209E+02
  7.088  0.3406E+00  0.2209E+02
  7.089  0.3312E+00  0.2210E+02
  7.090  0.3223E+00  0.2210E+02
  7.091  0.3139E+00  0.2210E+02
  7.092  0.3060E+00  0.2210E+02
  7.093  0.2987E+00  0.2210E+02
  7.094  0.2919E+00  0.2210E+02
  7.095  0.2858E+00  0.2210E+02
  7.096  0.2802E+00  0.2210E+02
  7.097  0.2753E+00  0.2210E+02
  7.098  0.2710E+00  0.2210E+02
  7.099  0.2673E+00  0.2210E+02
  7.100  0.2643E+00  0.2210E+02
  7.101  0.2619E+00  0.2210E+02
  7.102  0.2602E+00  0.2210E+02
  7.103  0.2591E+00  0.2210E+02
  7.104  0.2587E+00  0.2210E+02
  7.105  0.2589E+00  0.2210E+02
  7.106  0.2597E+00  0.2210E+02
  7.107  0.2612E+00  0.2210E+02
  7.108  0.2633E+00  0.2210E+02
  7.109  0.2660E+00  0.2210E+02
  7.110  0.2693E+00  0.2210E+02
  7.111  0.2731E+00  0.2210E+02
  7.112  0.2776E+00  0.2210E+02
  7.113  0.2826E+00  0.2210E+02
  7.114  0.2881E+00  0.2210E+02
  7.115  0.2941E+00  0.2210E+02
  7.116  0.3006E+00  0.2210E+02
  7.117  0.3075E+00  0.2210E+02
  7.118  0.3149E+00  0.2210E+02
  7.119  0.3228E+00  0.2210E+02
  7.120  0.3310E+00  0.2210E+02
  7.121  0.3395E+00  0.2210E+02
  7.122  0.3484E+00  0.2210E+02
  7.123  0.3576E+00  0.2210E+02
  7.124  0.3670E+00  0.2211E+02
  7.125  0.3767E+00  0.2211E+02
  7.126  0.3866E+00  0.2211E+02
  7.127  0.3967E+00  0.2211E+02
  7.128  0.4069E+00  0.2211E+02
  7.129  0.4172E+00  0.2211E+02
  7.130  0.4276E+00  0.2211E+02
  7.131  0.4381E+00  0.2211E+02
  7.132  0.4485E+00  0.2211E+02
  7.133  0.4590E+00  0.2211E+02
  7.134  0.4693E+00  0.2211E+02
  7.135  0.4796E+00  0.2211E+02
  7.136  0.4898E+00  0.2211E+02
  7.137  0.4998E+00  0.2211E+02
  7.138  0.5096E+00  0.2211E+02
  7.139  0.5192E+00  0.2211E+02
  7.140  0.5285E+00  0.2211E+02
  7.141  0.5376E+00  0.2211E+02
  7.142  0.5463E+00  0.2211E+02
  7.143  0.5547E+00  0.2211E+02
  7.144  0.5628E+00  0.2211E+02
  7.145  0.5704E+00  0.2212E+02
  7.146  0.5777E+00  0.2212E+02
  7.147  0.5845E+00  0.2212E+02
  7.148  0.5909E+00  0.2212E+02
  7.149  0.5967E+00  0.2212E+02
  7.150  0.6021E+00  0.2212E+02
  7.151  0.6070E+00  0.2212E+02
  7.152  0.6113E+00  0.2212E+02
  7.153  0.6151E+00  0.2212E+02
  7.154  0.6183E+00  0.2212E+02
  7.155  0.6210E+00  0.2212E+02
  7.156  0.6231E+00  0.2212E+02
  7.157  0.6246E+00  0.2212E+02
  7.158  0.6256E+00  0.2212E+02
  7.159  0.6259E+00  0.2212E+02
  7.160  0.6257E+00  0.2212E+02
  7.161  0.6249E+00  0.2213E+02
  7.162  0.6235E+00  0.2213E+02
  7.163  0.6216E+00  0.2213E+02
  7.164  0.6190E+00  0.2213E+02
  7.165  0.6160E+00  0.2213E+02
  7.166  0.6124E+00  0.2213E+02
  7.167  0.6082E+00  0.2213E+02
  7.168  0.6035E+00  0.2213E+02
  7.169  0.5984E+00  0.2213E+02
  7.170  0.5928E+00  0.2213E+02
  7.171  0.5867E+00  0.2213E+02
  7.172  0.5801E+00  0.2213E+02
  7.173  0.5732E+00  0.2213E+02
  7.174  0.5658E+00  0.2213E+02
  7.175  0.5581E+00  0.2213E+02
  7.176  0.5501E+00  0.2213E+02
  7.177  0.5418E+00  0.2213E+02
  7.178  0.5331E+00  0.2214E+02
  7.179  0.5243E+00  0.2214E+02
  7.180  0.5152E+00  0.2214E+02
  7.181  0.5059E+00  0.2214E+02
  7.182  0.4964E+00  0.2214E+02
  7.183  0.4869E+00  0.2214E+02
  7.184  0.4772E+00  0.2214E+02
  7.185  0.4674E+00  0.2214E+02
  7.186  0.4577E+00  0.2214E+02
  7.187  0.4479E+00  0.2214E+02
  7.188  0.4382E+00  0.2214E+02
  7.189  0.4285E+00  0.2214E+02
  7.190  0.4189E+00  0.2214E+02
  7.191  0.4094E+00  0.2214E+02
  7.192  0.4001E+00  0.2214E+02
  7.193  0.3910E+00  0.2214E+02
  7.194  0.3820E+00  0.2214E+02
  7.195  0.3733E+00  0.2214E+02
  7.196  0.3649E+00  0.2214E+02
  7.197  0.3567E+00  0.2214E+02
  7.198  0.3489E+00  0.2214E+02
  7.199  0.3413E+00  0.2214E+02
  7.200  0.3341E+00  0.2214E+02
  7.201  0.3273E+00  0.2214E+02
  7.202  0.3208E+00  0.2215E+02
  7.203  0.3147E+00  0.2215E+02
  7.204  0.3091E+00  0.2215E+02
  7.205  0.3038E+00  0.2215E+02
  7.206  0.2990E+00  0.2215E+02
  7.207  0.2946E+00  0.2215E+02
  7.208  0.2906E+00  0.2215E+02
  7.209  0.2870E+00  0.2215E+02
  7.210  0.2839E+00  0.2215E+02
  7.211  0.2813E+00  0.2215E+02
  7.212  0.2790E+00  0.2215E+02
  7.213  0.2772E+00  0.2215E+02
  7.214  0.2759E+00  0.2215E+02
  7.215  0.2749E+00  0.2215E+02
  7.216  0.2743E+00  0.2215E+02
  7.217  0.2742E+00  0.2215E+02
  7.218  0.2744E+00  0.2215E+02
  7.219  0.2749E+00  0.2215E+02
  7.220  0.2759E+00  0.2215E+02
  7.221  0.2771E+00  0.2215E+02
  7.222  0.2787E+00  0.2215E+02
  7.223  0.2805E+00  0.2215E+02
  7.224  0.2827E+00  0.2215E+02
  7.225  0.2850E+00  0.2215E+02
  7.226  0.2876E+00  0.2215E+02
  7.227  0.2904E+00  0.2215E+02
  7.228  0.2933E+00  0.2215E+02
  7.229  0.2964E+00  0.2215E+02
  7.230  0.2996E+00  0.2215E+02
  7.231  0.3029E+00  0.2215E+02
  7.232  0.3063E+00  0.2215E+02
  7.233  0.3097E+00  0.2215E+02
  7.234  0.3131E+00  0.2215E+02
  7.235  0.3165E+00  0.2215E+02
  7.236  0.3199E+00  0.2215E+02
  7.237  0.3231E+00  0.2216E+02
  7.238  0.3263E+00  0.2216E+02
  7.239  0.3294E+00  0.2216E+02
  7.240  0.3323E+00  0.2216E+02
  7.241  0.3350E+00  0.2216E+02
  7.242  0.3376E+00  0.2216E+02
  7.243  0.3399E+00  0.2216E+02
  7.244  0.3420E+00  0.2216E+02
  7.245  0.3439E+00  0.2216E+02
  7.246  0.3455E+00  0.2216E+02
  7.247  0.3468E+00  0.2216E+02
  7.248  0.3478E+00  0.2216E+02
  7.249  0.3484E+00  0.2216E+02
  7.250  0.3488E+00  0.2216E+02
  7.251  0.3489E+00  0.2216E+02
  7.252  0.3486E+00  0.2216E+02
  7.253  0.3479E+00  0.2216E+02
  7.254  0.3469E+00  0.2216E+02
  7.255  0.3456E+00  0.2216E+02
  7.256  0.3439E+00  0.2216E+02
  7.257  0.3418E+00  0.2216E+02
  7.258  0.3394E+00  0.2216E+02
  7.259  0.3366E+00  0.2216E+02
  7.260  0.3336E+00  0.2216E+02
  7.261  0.3301E+00  0.2216E+02
  7.262  0.3264E+00  0.2216E+02
  7.263  0.3224E+00  0.2216E+02
  7.264  0.3180E+00  0.2216E+02
  7.265  0.3134E+00  0.2216E+02
  7.266  0.3084E+00  0.2217E+02
  7.267  0.3033E+00  0.2217E+02
  7.268  0.2979E+00  0.2217E+02
  7.269  0.2922E+00  0.2217E+02
  7.270  0.2864E+00  0.2217E+02
  7.271  0.2803E+00  0.2217E+02
  7.272  0.2741E+00  0.2217E+02
  7.273  0.2678E+00  0.2217E+02
  7.274  0.2613E+00  0.2217E+02
  7.275  0.2547E+00  0.2217E+02
  7.276  0.2480E+00  0.2217E+02
  7.277  0.2413E+00  0.2217E+02
  7.278  0.2345E+00  0.2217E+02
  7.279  0.2277E+00  0.2217E+02
  7.280  0.2208E+00  0.2217E+02
  7.281  0.2140E+00  0.2217E+02
  7.282  0.2072E+00  0.2217E+02
  7.283  0.2005E+00  0.2217E+02
  7.284  0.1939E+00  0.2217E+02
  7.285  0.1873E+00  0.2217E+02
  7.286  0.1808E+00  0.2217E+02
  7.287  0.1745E+00  0.2217E+02
  7.288  0.1683E+00  0.2217E+02
  7.289  0.1623E+00  0.2217E+02
  7.290  0.1565E+00  0.2217E+02
  7.291  0.1508E+00  0.2217E+02
  7.292  0.1454E+00  0.2217E+02
  7.293  0.1402E+00  0.2217E+02
  7.294  0.1352E+00  0.2217E+02
  7.295  0.1305E+00  0.2217E+02
  7.296  0.1260E+00  0.2217E+02
