#  E (eV)   dos(E)     Int dos(E)
  4.252  0.6460E+01  0.1028E+02
  4.253  0.6415E+01  0.1029E+02
  4.254  0.6373E+01  0.1030E+02
  4.255  0.6334E+01  0.1030E+02
  4.256  0.6296E+01  0.1031E+02
  4.257  0.6261E+01  0.1032E+02
  4.258  0.6228E+01  0.1032E+02
  4.259  0.6197E+01  0.1033E+02
  4.260  0.6168E+01  0.1034E+02
  4.261  0.6141E+01  0.1034E+02
  4.262  0.6116E+01  0.1035E+02
  4.263  0.6092E+01  0.1035E+02
  4.264  0.6070E+01  0.1036E+02
  4.265  0.6050E+01  0.1037E+02
  4.266  0.6031E+01  0.1037E+02
  4.267  0.6013E+01  0.1038E+02
  4.268  0.5996E+01  0.1038E+02
  4.269  0.5981E+01  0.1039E+02
  4.270  0.5966E+01  0.1040E+02
  4.271  0.5952E+01  0.1040E+02
  4.272  0.5939E+01  0.1041E+02
  4.273  0.5927E+01  0.1041E+02
  4.274  0.5915E+01  0.1042E+02
  4.275  0.5904E+01  0.1043E+02
  4.276  0.5893E+01  0.1043E+02
  4.277  0.5883E+01  0.1044E+02
  4.278  0.5873E+01  0.1044E+02
  4.279  0.5863E+01  0.1045E+02
  4.280  0.5853E+01  0.1045E+02
  4.281  0.5843E+01  0.1046E+02
  4.282  0.5833E+01  0.1047E+02
  4.283  0.5822E+01  0.1047E+02
  4.284  0.5812E+01  0.1048E+02
  4.285  0.5802E+01  0.1048E+02
  4.286  0.5791E+01  0.1049E+02
  4.287  0.5780E+01  0.1050E+02
  4.288  0.5768E+01  0.1050E+02
  4.289  0.5757E+01  0.1051E+02
  4.290  0.5745E+01  0.1051E+02
  4.291  0.5732E+01  0.1052E+02
  4.292  0.5719E+01  0.1052E+02
  4.293  0.5706E+01  0.1053E+02
  4.294  0.5692E+01  0.1054E+02
  4.295  0.5678E+01  0.1054E+02
  4.296  0.5664E+01  0.1055E+02
  4.297  0.5649E+01  0.1055E+02
  4.298  0.5633E+01  0.1056E+02
  4.299  0.5617E+01  0.1056E+02
  4.300  0.5601E+01  0.1057E+02
  4.301  0.5585E+01  0.1057E+02
  4.302  0.5568E+01  0.1058E+02
  4.303  0.5550E+01  0.1059E+02
  4.304  0.5533E+01  0.1059E+02
  4.305  0.5515E+01  0.1060E+02
  4.306  0.5497E+01  0.1060E+02
  4.307  0.5478E+01  0.1061E+02
  4.308  0.5460E+01  0.1061E+02
  4.309  0.5441E+01  0.1062E+02
  4.310  0.5422E+01  0.1062E+02
  4.311  0.5402E+01  0.1063E+02
  4.312  0.5383E+01  0.1063E+02
  4.313  0.5364E+01  0.1064E+02
  4.314  0.5344E+01  0.1065E+02
  4.315  0.5325E+01  0.1065E+02
  4.316  0.5305E+01  0.1066E+02
  4.317  0.5285E+01  0.1066E+02
  4.318  0.5266E+01  0.1067E+02
  4.319  0.5246E+01  0.1067E+02
  4.320  0.5227E+01  0.1068E+02
  4.321  0.5208E+01  0.1068E+02
  4.322  0.5188E+01  0.1069E+02
  4.323  0.5169E+01  0.1069E+02
  4.324  0.5151E+01  0.1070E+02
  4.325  0.5132E+01  0.1070E+02
  4.326  0.5114E+01  0.1071E+02
  4.327  0.5095E+01  0.1071E+02
  4.328  0.5078E+01  0.1072E+02
  4.329  0.5060E+01  0.1072E+02
  4.330  0.5043E+01  0.1073E+02
  4.331  0.5026E+01  0.1073E+02
  4.332  0.5009E+01  0.1074E+02
  4.333  0.4993E+01  0.1074E+02
  4.334  0.4978E+01  0.1075E+02
  4.335  0.4962E+01  0.1075E+02
  4.336  0.4947E+01  0.1076E+02
  4.337  0.4933E+01  0.1076E+02
  4.338  0.4919E+01  0.1077E+02
  4.339  0.4905E+01  0.1077E+02
  4.340  0.4892E+01  0.1078E+02
  4.341  0.4880E+01  0.1078E+02
  4.342  0.4868E+01  0.1079E+02
  4.343  0.4856E+01  0.1079E+02
  4.344  0.4845E+01  0.1080E+02
  4.345  0.4834E+01  0.1080E+02
  4.346  0.4824E+01  0.1081E+02
  4.347  0.4815E+01  0.1081E+02
  4.348  0.4806E+01  0.1082E+02
  4.349  0.4798E+01  0.1082E+02
  4.350  0.4790E+01  0.1083E+02
  4.351  0.4782E+01  0.1083E+02
  4.352  0.4775E+01  0.1084E+02
  4.353  0.4769E+01  0.1084E+02
  4.354  0.4763E+01  0.1085E+02
  4.355  0.4758E+01  0.1085E+02
  4.356  0.4753E+01  0.1086E+02
  4.357  0.4748E+01  0.1086E+02
  4.358  0.4745E+01  0.1086E+02
  4.359  0.4741E+01  0.1087E+02
  4.360  0.4738E+01  0.1087E+02
  4.361  0.4735E+01  0.1088E+02
  4.362  0.4733E+01  0.1088E+02
  4.363  0.4731E+01  0.1089E+02
  4.364  0.4730E+01  0.1089E+02
  4.365  0.4729E+01  0.1090E+02
  4.366  0.4728E+01  0.1090E+02
  4.367  0.4728E+01  0.1091E+02
  4.368  0.4727E+01  0.1091E+02
  4.369  0.4728E+01  0.1092E+02
  4.370  0.4728E+01  0.1092E+02
  4.371  0.4729E+01  0.1093E+02
  4.372  0.4730E+01  0.1093E+02
  4.373  0.4731E+01  0.1094E+02
  4.374  0.4733E+01  0.1094E+02
  4.375  0.4735E+01  0.1095E+02
  4.376  0.4737E+01  0.1095E+02
  4.377  0.4739E+01  0.1095E+02
  4.378  0.4742E+01  0.1096E+02
  4.379  0.4745E+01  0.1096E+02
  4.380  0.4747E+01  0.1097E+02
  4.381  0.4751E+01  0.1097E+02
  4.382  0.4754E+01  0.1098E+02
  4.383  0.4758E+01  0.1098E+02
  4.384  0.4762E+01  0.1099E+02
  4.385  0.4766E+01  0.1099E+02
  4.386  0.4770E+01  0.1100E+02
  4.387  0.4775E+01  0.1100E+02
  4.388  0.4779E+01  0.1101E+02
  4.389  0.4785E+01  0.1101E+02
  4.390  0.4790E+01  0.1102E+02
  4.391  0.4796E+01  0.1102E+02
  4.392  0.4802E+01  0.1103E+02
  4.393  0.4808E+01  0.1103E+02
  4.394  0.4815E+01  0.1104E+02
  4.395  0.4822E+01  0.1104E+02
  4.396  0.4829E+01  0.1105E+02
  4.397  0.4837E+01  0.1105E+02
  4.398  0.4845E+01  0.1105E+02
  4.399  0.4853E+01  0.1106E+02
  4.400  0.4862E+01  0.1106E+02
  4.401  0.4872E+01  0.1107E+02
  4.402  0.4881E+01  0.1107E+02
  4.403  0.4892E+01  0.1108E+02
  4.404  0.4903E+01  0.1108E+02
  4.405  0.4914E+01  0.1109E+02
  4.406  0.4926E+01  0.1109E+02
  4.407  0.4938E+01  0.1110E+02
  4.408  0.4951E+01  0.1110E+02
  4.409  0.4964E+01  0.1111E+02
  4.410  0.4978E+01  0.1111E+02
  4.411  0.4993E+01  0.1112E+02
  4.412  0.5008E+01  0.1112E+02
  4.413  0.5024E+01  0.1113E+02
  4.414  0.5040E+01  0.1113E+02
  4.415  0.5057E+01  0.1114E+02
  4.416  0.5074E+01  0.1114E+02
  4.417  0.5092E+01  0.1115E+02
  4.418  0.5110E+01  0.1115E+02
  4.419  0.5129E+01  0.1116E+02
  4.420  0.5149E+01  0.1116E+02
  4.421  0.5169E+01  0.1117E+02
  4.422  0.5190E+01  0.1117E+02
  4.423  0.5211E+01  0.1118E+02
  4.424  0.5233E+01  0.1119E+02
  4.425  0.5255E+01  0.1119E+02
  4.426  0.5277E+01  0.1120E+02
  4.427  0.5300E+01  0.1120E+02
  4.428  0.5324E+01  0.1121E+02
  4.429  0.5347E+01  0.1121E+02
  4.430  0.5372E+01  0.1122E+02
  4.431  0.5396E+01  0.1122E+02
  4.432  0.5421E+01  0.1123E+02
  4.433  0.5446E+01  0.1123E+02
  4.434  0.5471E+01  0.1124E+02
  4.435  0.5497E+01  0.1124E+02
  4.436  0.5522E+01  0.1125E+02
  4.437  0.5548E+01  0.1126E+02
  4.438  0.5574E+01  0.1126E+02
  4.439  0.5599E+01  0.1127E+02
  4.440  0.5625E+01  0.1127E+02
  4.441  0.5651E+01  0.1128E+02
  4.442  0.5676E+01  0.1128E+02
  4.443  0.5702E+01  0.1129E+02
  4.444  0.5727E+01  0.1130E+02
  4.445  0.5751E+01  0.1130E+02
  4.446  0.5776E+01  0.1131E+02
  4.447  0.5800E+01  0.1131E+02
  4.448  0.5823E+01  0.1132E+02
  4.449  0.5846E+01  0.1132E+02
  4.450  0.5869E+01  0.1133E+02
  4.451  0.5890E+01  0.1134E+02
  4.452  0.5911E+01  0.1134E+02
  4.453  0.5931E+01  0.1135E+02
  4.454  0.5951E+01  0.1135E+02
  4.455  0.5969E+01  0.1136E+02
  4.456  0.5986E+01  0.1137E+02
  4.457  0.6003E+01  0.1137E+02
  4.458  0.6018E+01  0.1138E+02
  4.459  0.6032E+01  0.1138E+02
  4.460  0.6044E+01  0.1139E+02
  4.461  0.6056E+01  0.1140E+02
  4.462  0.6066E+01  0.1140E+02
  4.463  0.6074E+01  0.1141E+02
  4.464  0.6081E+01  0.1141E+02
  4.465  0.6087E+01  0.1142E+02
  4.466  0.6090E+01  0.1143E+02
  4.467  0.6093E+01  0.1143E+02
  4.468  0.6093E+01  0.1144E+02
  4.469  0.6092E+01  0.1144E+02
  4.470  0.6089E+01  0.1145E+02
  4.471  0.6084E+01  0.1146E+02
  4.472  0.6077E+01  0.1146E+02
  4.473  0.6068E+01  0.1147E+02
  4.474  0.6057E+01  0.1147E+02
  4.475  0.6045E+01  0.1148E+02
  4.476  0.6030E+01  0.1149E+02
  4.477  0.6014E+01  0.1149E+02
  4.478  0.5995E+01  0.1150E+02
  4.479  0.5975E+01  0.1150E+02
  4.480  0.5952E+01  0.1151E+02
  4.481  0.5928E+01  0.1152E+02
  4.482  0.5902E+01  0.1152E+02
  4.483  0.5873E+01  0.1153E+02
  4.484  0.5843E+01  0.1153E+02
  4.485  0.5811E+01  0.1154E+02
  4.486  0.5777E+01  0.1155E+02
  4.487  0.5742E+01  0.1155E+02
  4.488  0.5704E+01  0.1156E+02
  4.489  0.5665E+01  0.1156E+02
  4.490  0.5624E+01  0.1157E+02
  4.491  0.5581E+01  0.1157E+02
  4.492  0.5537E+01  0.1158E+02
  4.493  0.5492E+01  0.1159E+02
  4.494  0.5445E+01  0.1159E+02
  4.495  0.5397E+01  0.1160E+02
  4.496  0.5347E+01  0.1160E+02
  4.497  0.5296E+01  0.1161E+02
  4.498  0.5244E+01  0.1161E+02
  4.499  0.5191E+01  0.1162E+02
  4.500  0.5137E+01  0.1162E+02
  4.501  0.5082E+01  0.1163E+02
  4.502  0.5026E+01  0.1163E+02
  4.503  0.4969E+01  0.1164E+02
  4.504  0.4912E+01  0.1164E+02
  4.505  0.4854E+01  0.1165E+02
  4.506  0.4796E+01  0.1165E+02
  4.507  0.4737E+01  0.1166E+02
  4.508  0.4678E+01  0.1166E+02
  4.509  0.4619E+01  0.1167E+02
  4.510  0.4560E+01  0.1167E+02
  4.511  0.4500E+01  0.1168E+02
  4.512  0.4440E+01  0.1168E+02
  4.513  0.4381E+01  0.1168E+02
  4.514  0.4321E+01  0.1169E+02
  4.515  0.4262E+01  0.1169E+02
  4.516  0.4203E+01  0.1170E+02
  4.517  0.4144E+01  0.1170E+02
  4.518  0.4086E+01  0.1170E+02
  4.519  0.4028E+01  0.1171E+02
  4.520  0.3971E+01  0.1171E+02
  4.521  0.3914E+01  0.1172E+02
  4.522  0.3858E+01  0.1172E+02
  4.523  0.3802E+01  0.1172E+02
  4.524  0.3747E+01  0.1173E+02
  4.525  0.3693E+01  0.1173E+02
  4.526  0.3639E+01  0.1174E+02
  4.527  0.3586E+01  0.1174E+02
  4.528  0.3534E+01  0.1174E+02
  4.529  0.3483E+01  0.1175E+02
  4.530  0.3433E+01  0.1175E+02
  4.531  0.3384E+01  0.1175E+02
  4.532  0.3335E+01  0.1176E+02
  4.533  0.3287E+01  0.1176E+02
  4.534  0.3241E+01  0.1176E+02
  4.535  0.3195E+01  0.1177E+02
  4.536  0.3150E+01  0.1177E+02
  4.537  0.3106E+01  0.1177E+02
  4.538  0.3063E+01  0.1178E+02
  4.539  0.3021E+01  0.1178E+02
  4.540  0.2980E+01  0.1178E+02
  4.541  0.2940E+01  0.1178E+02
  4.542  0.2901E+01  0.1179E+02
  4.543  0.2863E+01  0.1179E+02
  4.544  0.2825E+01  0.1179E+02
  4.545  0.2789E+01  0.1180E+02
  4.546  0.2754E+01  0.1180E+02
  4.547  0.2719E+01  0.1180E+02
  4.548  0.2686E+01  0.1180E+02
  4.549  0.2653E+01  0.1181E+02
  4.550  0.2621E+01  0.1181E+02
  4.551  0.2591E+01  0.1181E+02
  4.552  0.2561E+01  0.1181E+02
  4.553  0.2532E+01  0.1182E+02
  4.554  0.2504E+01  0.1182E+02
  4.555  0.2477E+01  0.1182E+02
  4.556  0.2451E+01  0.1182E+02
  4.557  0.2426E+01  0.1183E+02
  4.558  0.2402E+01  0.1183E+02
  4.559  0.2379E+01  0.1183E+02
  4.560  0.2357E+01  0.1183E+02
  4.561  0.2336E+01  0.1184E+02
  4.562  0.2316E+01  0.1184E+02
  4.563  0.2297E+01  0.1184E+02
  4.564  0.2279E+01  0.1184E+02
  4.565  0.2263E+01  0.1185E+02
  4.566  0.2247E+01  0.1185E+02
  4.567  0.2233E+01  0.1185E+02
  4.568  0.2220E+01  0.1185E+02
  4.569  0.2208E+01  0.1185E+02
  4.570  0.2197E+01  0.1186E+02
  4.571  0.2188E+01  0.1186E+02
  4.572  0.2180E+01  0.1186E+02
  4.573  0.2173E+01  0.1186E+02
  4.574  0.2168E+01  0.1187E+02
  4.575  0.2165E+01  0.1187E+02
  4.576  0.2163E+01  0.1187E+02
  4.577  0.2162E+01  0.1187E+02
  4.578  0.2163E+01  0.1187E+02
  4.579  0.2165E+01  0.1188E+02
  4.580  0.2170E+01  0.1188E+02
  4.581  0.2176E+01  0.1188E+02
  4.582  0.2183E+01  0.1188E+02
  4.583  0.2193E+01  0.1188E+02
  4.584  0.2204E+01  0.1189E+02
  4.585  0.2217E+01  0.1189E+02
  4.586  0.2232E+01  0.1189E+02
  4.587  0.2249E+01  0.1189E+02
  4.588  0.2267E+01  0.1190E+02
  4.589  0.2288E+01  0.1190E+02
  4.590  0.2310E+01  0.1190E+02
  4.591  0.2335E+01  0.1190E+02
  4.592  0.2361E+01  0.1191E+02
  4.593  0.2389E+01  0.1191E+02
  4.594  0.2419E+01  0.1191E+02
  4.595  0.2452E+01  0.1191E+02
  4.596  0.2486E+01  0.1191E+02
  4.597  0.2521E+01  0.1192E+02
  4.598  0.2559E+01  0.1192E+02
  4.599  0.2599E+01  0.1192E+02
  4.600  0.2640E+01  0.1193E+02
  4.601  0.2683E+01  0.1193E+02
  4.602  0.2728E+01  0.1193E+02
  4.603  0.2774E+01  0.1193E+02
  4.604  0.2822E+01  0.1194E+02
  4.605  0.2871E+01  0.1194E+02
  4.606  0.2922E+01  0.1194E+02
  4.607  0.2975E+01  0.1194E+02
  4.608  0.3028E+01  0.1195E+02
  4.609  0.3083E+01  0.1195E+02
  4.610  0.3139E+01  0.1195E+02
  4.611  0.3196E+01  0.1196E+02
  4.612  0.3254E+01  0.1196E+02
  4.613  0.3312E+01  0.1196E+02
  4.614  0.3372E+01  0.1197E+02
  4.615  0.3432E+01  0.1197E+02
  4.616  0.3493E+01  0.1197E+02
  4.617  0.3554E+01  0.1198E+02
  4.618  0.3616E+01  0.1198E+02
  4.619  0.3677E+01  0.1199E+02
  4.620  0.3739E+01  0.1199E+02
  4.621  0.3801E+01  0.1199E+02
  4.622  0.3863E+01  0.1200E+02
  4.623  0.3925E+01  0.1200E+02
  4.624  0.3986E+01  0.1200E+02
  4.625  0.4047E+01  0.1201E+02
  4.626  0.4107E+01  0.1201E+02
  4.627  0.4167E+01  0.1202E+02
  4.628  0.4226E+01  0.1202E+02
  4.629  0.4285E+01  0.1203E+02
  4.630  0.4342E+01  0.1203E+02
  4.631  0.4399E+01  0.1203E+02
  4.632  0.4454E+01  0.1204E+02
  4.633  0.4509E+01  0.1204E+02
  4.634  0.4562E+01  0.1205E+02
  4.635  0.4614E+01  0.1205E+02
  4.636  0.4665E+01  0.1206E+02
  4.637  0.4715E+01  0.1206E+02
  4.638  0.4763E+01  0.1207E+02
  4.639  0.4809E+01  0.1207E+02
  4.640  0.4855E+01  0.1208E+02
  4.641  0.4898E+01  0.1208E+02
  4.642  0.4940E+01  0.1209E+02
  4.643  0.4981E+01  0.1209E+02
  4.644  0.5020E+01  0.1210E+02
  4.645  0.5058E+01  0.1210E+02
  4.646  0.5094E+01  0.1211E+02
  4.647  0.5128E+01  0.1211E+02
  4.648  0.5161E+01  0.1212E+02
  4.649  0.5192E+01  0.1212E+02
  4.650  0.5222E+01  0.1213E+02
  4.651  0.5250E+01  0.1213E+02
  4.652  0.5277E+01  0.1214E+02
  4.653  0.5302E+01  0.1214E+02
  4.654  0.5326E+01  0.1215E+02
  4.655  0.5348E+01  0.1215E+02
  4.656  0.5370E+01  0.1216E+02
  4.657  0.5389E+01  0.1216E+02
  4.658  0.5408E+01  0.1217E+02
  4.659  0.5425E+01  0.1217E+02
  4.660  0.5441E+01  0.1218E+02
  4.661  0.5455E+01  0.1219E+02
  4.662  0.5469E+01  0.1219E+02
  4.663  0.5481E+01  0.1220E+02
  4.664  0.5493E+01  0.1220E+02
  4.665  0.5503E+01  0.1221E+02
  4.666  0.5512E+01  0.1221E+02
  4.667  0.5521E+01  0.1222E+02
  4.668  0.5528E+01  0.1222E+02
  4.669  0.5535E+01  0.1223E+02
  4.670  0.5540E+01  0.1224E+02
  4.671  0.5545E+01  0.1224E+02
  4.672  0.5549E+01  0.1225E+02
  4.673  0.5552E+01  0.1225E+02
  4.674  0.5555E+01  0.1226E+02
  4.675  0.5556E+01  0.1226E+02
  4.676  0.5557E+01  0.1227E+02
  4.677  0.5558E+01  0.1227E+02
  4.678  0.5557E+01  0.1228E+02
  4.679  0.5556E+01  0.1229E+02
  4.680  0.5554E+01  0.1229E+02
  4.681  0.5552E+01  0.1230E+02
  4.682  0.5549E+01  0.1230E+02
  4.683  0.5545E+01  0.1231E+02
  4.684  0.5540E+01  0.1231E+02
  4.685  0.5535E+01  0.1232E+02
  4.686  0.5529E+01  0.1232E+02
  4.687  0.5523E+01  0.1233E+02
  4.688  0.5515E+01  0.1234E+02
  4.689  0.5507E+01  0.1234E+02
  4.690  0.5498E+01  0.1235E+02
  4.691  0.5489E+01  0.1235E+02
  4.692  0.5478E+01  0.1236E+02
  4.693  0.5467E+01  0.1236E+02
  4.694  0.5455E+01  0.1237E+02
  4.695  0.5442E+01  0.1237E+02
  4.696  0.5428E+01  0.1238E+02
  4.697  0.5413E+01  0.1238E+02
  4.698  0.5398E+01  0.1239E+02
  4.699  0.5381E+01  0.1239E+02
  4.700  0.5364E+01  0.1240E+02
  4.701  0.5346E+01  0.1241E+02
  4.702  0.5326E+01  0.1241E+02
  4.703  0.5306E+01  0.1242E+02
  4.704  0.5284E+01  0.1242E+02
  4.705  0.5262E+01  0.1243E+02
  4.706  0.5239E+01  0.1243E+02
  4.707  0.5214E+01  0.1244E+02
  4.708  0.5188E+01  0.1244E+02
  4.709  0.5162E+01  0.1245E+02
  4.710  0.5134E+01  0.1245E+02
  4.711  0.5105E+01  0.1246E+02
  4.712  0.5076E+01  0.1246E+02
  4.713  0.5045E+01  0.1247E+02
  4.714  0.5013E+01  0.1247E+02
  4.715  0.4980E+01  0.1248E+02
  4.716  0.4946E+01  0.1248E+02
  4.717  0.4911E+01  0.1249E+02
  4.718  0.4874E+01  0.1249E+02
  4.719  0.4837E+01  0.1250E+02
  4.720  0.4799E+01  0.1250E+02
  4.721  0.4760E+01  0.1251E+02
  4.722  0.4720E+01  0.1251E+02
  4.723  0.4679E+01  0.1252E+02
  4.724  0.4638E+01  0.1252E+02
  4.725  0.4595E+01  0.1253E+02
  4.726  0.4552E+01  0.1253E+02
  4.727  0.4508E+01  0.1253E+02
  4.728  0.4463E+01  0.1254E+02
  4.729  0.4418E+01  0.1254E+02
  4.730  0.4372E+01  0.1255E+02
  4.731  0.4325E+01  0.1255E+02
  4.732  0.4278E+01  0.1256E+02
  4.733  0.4231E+01  0.1256E+02
  4.734  0.4183E+01  0.1257E+02
  4.735  0.4135E+01  0.1257E+02
  4.736  0.4087E+01  0.1257E+02
  4.737  0.4038E+01  0.1258E+02
  4.738  0.3989E+01  0.1258E+02
  4.739  0.3940E+01  0.1259E+02
  4.740  0.3891E+01  0.1259E+02
  4.741  0.3842E+01  0.1259E+02
  4.742  0.3794E+01  0.1260E+02
  4.743  0.3745E+01  0.1260E+02
  4.744  0.3697E+01  0.1260E+02
  4.745  0.3648E+01  0.1261E+02
  4.746  0.3601E+01  0.1261E+02
  4.747  0.3553E+01  0.1262E+02
  4.748  0.3506E+01  0.1262E+02
  4.749  0.3460E+01  0.1262E+02
  4.750  0.3414E+01  0.1263E+02
  4.751  0.3369E+01  0.1263E+02
  4.752  0.3325E+01  0.1263E+02
  4.753  0.3281E+01  0.1264E+02
  4.754  0.3238E+01  0.1264E+02
  4.755  0.3196E+01  0.1264E+02
  4.756  0.3155E+01  0.1265E+02
  4.757  0.3115E+01  0.1265E+02
  4.758  0.3076E+01  0.1265E+02
  4.759  0.3038E+01  0.1265E+02
  4.760  0.3001E+01  0.1266E+02
  4.761  0.2965E+01  0.1266E+02
  4.762  0.2930E+01  0.1266E+02
  4.763  0.2897E+01  0.1267E+02
  4.764  0.2864E+01  0.1267E+02
  4.765  0.2834E+01  0.1267E+02
  4.766  0.2804E+01  0.1267E+02
  4.767  0.2776E+01  0.1268E+02
  4.768  0.2749E+01  0.1268E+02
  4.769  0.2724E+01  0.1268E+02
  4.770  0.2700E+01  0.1269E+02
  4.771  0.2678E+01  0.1269E+02
  4.772  0.2657E+01  0.1269E+02
  4.773  0.2638E+01  0.1269E+02
  4.774  0.2620E+01  0.1270E+02
  4.775  0.2604E+01  0.1270E+02
  4.776  0.2590E+01  0.1270E+02
  4.777  0.2578E+01  0.1270E+02
  4.778  0.2567E+01  0.1271E+02
  4.779  0.2558E+01  0.1271E+02
  4.780  0.2552E+01  0.1271E+02
  4.781  0.2547E+01  0.1271E+02
  4.782  0.2544E+01  0.1272E+02
  4.783  0.2543E+01  0.1272E+02
  4.784  0.2544E+01  0.1272E+02
  4.785  0.2548E+01  0.1272E+02
  4.786  0.2553E+01  0.1273E+02
  4.787  0.2562E+01  0.1273E+02
  4.788  0.2572E+01  0.1273E+02
  4.789  0.2585E+01  0.1273E+02
  4.790  0.2600E+01  0.1274E+02
  4.791  0.2618E+01  0.1274E+02
  4.792  0.2639E+01  0.1274E+02
  4.793  0.2662E+01  0.1275E+02
  4.794  0.2688E+01  0.1275E+02
  4.795  0.2717E+01  0.1275E+02
  4.796  0.2749E+01  0.1275E+02
  4.797  0.2785E+01  0.1276E+02
  4.798  0.2823E+01  0.1276E+02
  4.799  0.2865E+01  0.1276E+02
  4.800  0.2909E+01  0.1276E+02
  4.801  0.2958E+01  0.1277E+02
  4.802  0.3010E+01  0.1277E+02
  4.803  0.3065E+01  0.1277E+02
  4.804  0.3124E+01  0.1278E+02
  4.805  0.3187E+01  0.1278E+02
  4.806  0.3253E+01  0.1278E+02
  4.807  0.3323E+01  0.1279E+02
  4.808  0.3397E+01  0.1279E+02
  4.809  0.3475E+01  0.1279E+02
  4.810  0.3557E+01  0.1280E+02
  4.811  0.3643E+01  0.1280E+02
  4.812  0.3733E+01  0.1280E+02
  4.813  0.3827E+01  0.1281E+02
  4.814  0.3925E+01  0.1281E+02
  4.815  0.4027E+01  0.1282E+02
  4.816  0.4133E+01  0.1282E+02
  4.817  0.4242E+01  0.1282E+02
  4.818  0.4356E+01  0.1283E+02
  4.819  0.4474E+01  0.1283E+02
  4.820  0.4595E+01  0.1284E+02
  4.821  0.4720E+01  0.1284E+02
  4.822  0.4848E+01  0.1285E+02
  4.823  0.4980E+01  0.1285E+02
  4.824  0.5115E+01  0.1286E+02
  4.825  0.5254E+01  0.1286E+02
  4.826  0.5395E+01  0.1287E+02
  4.827  0.5540E+01  0.1287E+02
  4.828  0.5687E+01  0.1288E+02
  4.829  0.5837E+01  0.1289E+02
  4.830  0.5989E+01  0.1289E+02
  4.831  0.6143E+01  0.1290E+02
  4.832  0.6299E+01  0.1290E+02
  4.833  0.6457E+01  0.1291E+02
  4.834  0.6616E+01  0.1292E+02
  4.835  0.6777E+01  0.1292E+02
  4.836  0.6938E+01  0.1293E+02
  4.837  0.7100E+01  0.1294E+02
  4.838  0.7263E+01  0.1294E+02
  4.839  0.7426E+01  0.1295E+02
  4.840  0.7588E+01  0.1296E+02
  4.841  0.7751E+01  0.1297E+02
  4.842  0.7912E+01  0.1298E+02
  4.843  0.8073E+01  0.1298E+02
  4.844  0.8233E+01  0.1299E+02
  4.845  0.8391E+01  0.1300E+02
  4.846  0.8548E+01  0.1301E+02
  4.847  0.8703E+01  0.1302E+02
  4.848  0.8855E+01  0.1303E+02
  4.849  0.9005E+01  0.1304E+02
  4.850  0.9153E+01  0.1304E+02
  4.851  0.9297E+01  0.1305E+02
  4.852  0.9439E+01  0.1306E+02
  4.853  0.9577E+01  0.1307E+02
  4.854  0.9712E+01  0.1308E+02
  4.855  0.9843E+01  0.1309E+02
  4.856  0.9971E+01  0.1310E+02
  4.857  0.1009E+02  0.1311E+02
  4.858  0.1021E+02  0.1312E+02
  4.859  0.1033E+02  0.1313E+02
  4.860  0.1044E+02  0.1314E+02
  4.861  0.1055E+02  0.1315E+02
  4.862  0.1065E+02  0.1316E+02
  4.863  0.1075E+02  0.1318E+02
  4.864  0.1084E+02  0.1319E+02
  4.865  0.1093E+02  0.1320E+02
  4.866  0.1102E+02  0.1321E+02
  4.867  0.1110E+02  0.1322E+02
  4.868  0.1117E+02  0.1323E+02
  4.869  0.1124E+02  0.1324E+02
  4.870  0.1131E+02  0.1325E+02
  4.871  0.1137E+02  0.1326E+02
  4.872  0.1143E+02  0.1328E+02
  4.873  0.1149E+02  0.1329E+02
  4.874  0.1154E+02  0.1330E+02
  4.875  0.1158E+02  0.1331E+02
  4.876  0.1163E+02  0.1332E+02
  4.877  0.1167E+02  0.1333E+02
  4.878  0.1170E+02  0.1335E+02
  4.879  0.1173E+02  0.1336E+02
  4.880  0.1176E+02  0.1337E+02
  4.881  0.1179E+02  0.1338E+02
  4.882  0.1181E+02  0.1339E+02
  4.883  0.1183E+02  0.1340E+02
  4.884  0.1185E+02  0.1342E+02
  4.885  0.1186E+02  0.1343E+02
  4.886  0.1188E+02  0.1344E+02
  4.887  0.1189E+02  0.1345E+02
  4.888  0.1189E+02  0.1346E+02
  4.889  0.1190E+02  0.1348E+02
  4.890  0.1190E+02  0.1349E+02
  4.891  0.1190E+02  0.1350E+02
  4.892  0.1190E+02  0.1351E+02
  4.893  0.1190E+02  0.1352E+02
  4.894  0.1190E+02  0.1354E+02
  4.895  0.1189E+02  0.1355E+02
  4.896  0.1188E+02  0.1356E+02
  4.897  0.1188E+02  0.1357E+02
  4.898  0.1187E+02  0.1358E+02
  4.899  0.1185E+02  0.1359E+02
  4.900  0.1184E+02  0.1361E+02
  4.901  0.1183E+02  0.1362E+02
  4.902  0.1181E+02  0.1363E+02
  4.903  0.1179E+02  0.1364E+02
  4.904  0.1178E+02  0.1365E+02
  4.905  0.1176E+02  0.1367E+02
  4.906  0.1174E+02  0.1368E+02
  4.907  0.1171E+02  0.1369E+02
  4.908  0.1169E+02  0.1370E+02
  4.909  0.1167E+02  0.1371E+02
  4.910  0.1164E+02  0.1372E+02
  4.911  0.1161E+02  0.1374E+02
  4.912  0.1158E+02  0.1375E+02
  4.913  0.1155E+02  0.1376E+02
  4.914  0.1152E+02  0.1377E+02
  4.915  0.1148E+02  0.1378E+02
  4.916  0.1145E+02  0.1379E+02
