0,0,0,,0,4.9901,11.2011,11.2011,11.2011,12.09,12.09,38.86,41.013,41.013,41.013
-0.125,0.125,-0.125,,0.21650635094611,5.5708,11.0865,11.3028,11.3028,12.0597,12.0597,34.271,39.272,39.7082,39.7082
-0.25,0.25,-0.25,,0.21650635094611,7.1552,10.9526,11.3711,11.3711,12.1822,12.1822,27.5275,38.3732,38.3732,38.466
-0.375,0.375,-0.375,,0.21650635094611,8.7581,11.2414,11.2414,11.7718,12.5305,12.5305,21.804,37.4538,37.7365,37.7365
0.5,-0.5,0.5,,1.51554445662277,9.1126,11.1667,11.1667,12.7052,12.7052,13.4642,18.6412,37.0213,37.6107,37.6107
0,0.25,0,,1.03077640640442,5.7619,10.9725,11.3942,11.3942,11.8894,12.1759,36.7454,36.7454,36.7669,38.6741
-0.125,0.375,-0.125,,0.21650635094611,7.0142,10.7491,11.4315,11.5524,11.973,12.3079,30.0779,34.8354,36.4457,38.941
-0.25,0.5,-0.25,,0.21650635094611,8.7287,10.8275,11.1807,11.4888,12.5931,12.8057,23.9425,34.0858,34.9379,36.6366
0.625,-0.375,0.625,,1.51554445662277,9.3833,10.9634,11.3698,11.6201,12.7173,14.639,19.3208,32.8134,34.6288,36.4058
0.5,-0.25,0.5,,0.21650635094611,9.3118,11.0366,11.369,11.4824,12.4842,14.0535,20.5831,31.5886,36.5313,37.3111
0.375,-0.125,0.375,,0.21650635094611,8.2134,10.8072,11.2557,11.507,12.0311,12.8219,25.8862,31.4946,39.3197,39.7083
0.25,0,0.25,,0.21650635094611,6.4954,10.8983,11.3915,11.4734,11.8693,12.2784,32.0409,32.7822,41.5265,42.4817
0,0.5,0,,0.612372435695794,7.7942,10.4347,11.6325,11.9192,11.9192,12.3849,32.3393,32.3393,33.7598,34.544
-0.125,0.625,-0.125,,0.21650635094611,9.0226,10.2342,11.4502,12.0191,12.6216,12.9852,26.9779,30.3531,31.0981,35.0364
0.75,-0.25,0.75,,1.51554445662277,9.7667,10.3288,11.2645,11.8944,12.749,15.5293,21.6001,27.6743,31.3015,35.1325
0.625,-0.125,0.625,,0.21650635094611,10.0182,10.5263,11.0684,11.7897,12.5062,16.7738,20.0922,26.0416,32.971,35.8417
0.5,0,0.5,,0.21650635094611,9.6266,10.6773,10.8945,11.7426,12.0919,14.2038,24.5959,26.0247,35.8984,37.3877
0,0.75,0,,1.03077640640442,9.2057,9.9166,12.5532,12.5532,12.597,13.2864,26.47,29.2996,29.2996,33.3063
0.875,-0.125,0.875,,1.51554445662277,9.45,9.8713,12.2018,12.4695,12.7942,15.9126,23.7212,25.2517,29.0129,34.1879
0.75,0,0.75,,0.21650635094611,9.8606,10.109,11.5076,12.2375,12.6487,19.0055,20.514,22.9124,30.3241,34.7826
0,-1,0,,1.45773797371133,9.2584,9.7078,12.6856,12.8599,12.8599,16.0644,22.1077,28.1796,28.1796,32.9217
-0.25,0.5,0,,1.52069063257455,8.3838,10.5246,11.2021,11.9283,11.9816,12.8598,28.378,29.1671,34.7023,39.7245
0.625,-0.375,0.875,,1.51554445662277,9.6521,10.605,10.9251,11.799,12.4586,14.3779,22.9148,28.5911,31.6502,39.6656
0.5,-0.25,0.75,,0.21650635094611,9.8897,10.5877,11.1595,11.6868,12.6465,16.6898,19.1411,29.3143,29.7906,39.3669
0.75,-0.25,1,,0.353553390593274,9.6141,10.1146,11.4163,12.3918,12.5494,14.7883,25.87,26.6503,27.2658,37.8986
0.625,-0.125,0.875,,0.21650635094611,9.9928,10.265,11.124,12.1237,12.7324,18.0166,21.2248,24.7934,27.1015,39.0183
0.5,0,0.75,,0.21650635094611,10.2723,10.4557,10.7011,12.0025,12.5534,17.1249,21.9644,24.2064,28.874,40.2127
-0.25,-1,0,,1.45773797371133,9.5931,9.945,11.8838,12.4221,12.8601,17.7228,22.39,24.9289,26.0238,37.2947
-0.5,-1,0,,0.25,10.0285,10.6778,10.6778,12.057,12.8606,20.9508,20.9508,23.1324,24.0538,44.6533
